rains,waterlevels63000120,rains63000100,waterlevels63000100,waterlevels,waterlevels_smooth
0.0,236.07,0.0,214.08,83.45,83.44
0.0,236.06,0.0,214.08,83.44,83.44
0.0,236.05,0.0,214.08,83.43,83.44
0.0,236.05,0.0,214.08,83.42,83.43
0.0,236.05,0.0,214.08,83.42,83.43
0.0,236.05,0.0,214.08,83.41,83.42
0.0,236.05,0.0,214.06,83.41,83.42
0.0,236.05,0.0,214.03,83.41,83.41
0.0,236.05,0.0,214.0,83.41,83.41
0.0,236.05,0.0,213.97,83.41,83.41
0.0,236.05,0.0,213.96,83.4,83.41
0.0,236.05,0.0,213.95,83.4,83.4
0.0,236.05,0.0,213.94,83.4,83.4
0.0,236.05,0.0,213.94,83.39,83.39
0.0,236.05,0.0,213.94,83.39,83.38
0.0,236.05,0.0,213.91,83.39,83.37
0.0,236.05,0.0,213.88,83.39,83.35
0.0,236.05,0.0,213.86,83.38,83.34
0.0,236.05,0.0,213.86,83.38,83.32
0.0,236.05,0.0,213.86,83.33,83.3
0.0,236.05,0.0,213.86,83.27,83.29
0.0,236.05,0.0,213.83,83.24,83.27
0.0,236.2,0.0,213.8,83.23,83.25
0.0,236.13,0.0,213.77,83.23,83.24
0.0,236.08,0.0,213.77,83.23,83.24
0.0,236.06,0.0,213.77,83.23,83.24
0.0,236.06,0.0,213.77,83.23,83.24
0.0,236.05,0.0,213.77,83.23,83.24
0.0,236.05,0.0,213.76,83.23,83.25
0.0,236.05,0.0,213.76,83.23,83.26
0.0,236.05,0.0,213.75,83.23,83.28
0.0,236.05,0.0,213.71,83.27,83.29
0.0,236.05,0.0,213.69,83.33,83.3
0.0,236.05,0.0,213.66,83.36,83.32
0.0,236.05,0.0,213.64,83.37,83.33
0.0,236.05,0.0,213.62,83.35,83.34
0.0,236.05,0.0,213.62,83.34,83.35
0.0,236.05,0.0,213.62,83.35,83.35
0.0,236.04,0.0,213.62,83.35,83.36
0.0,236.04,0.0,213.6,83.36,83.37
0.0,236.04,0.0,213.56,83.36,83.37
0.0,236.04,0.0,213.54,83.36,83.37
0.0,236.05,0.0,213.54,83.36,83.37
0.0,236.05,0.0,213.53,83.36,83.37
0.0,236.05,0.0,213.53,83.36,83.37
0.0,236.05,0.0,213.51,83.37,83.37
0.0,236.2,0.0,213.48,83.37,83.37
0.0,236.12,0.0,213.45,83.38,83.37
0.0,236.08,0.0,213.44,83.38,83.37
0.0,236.06,0.0,213.44,83.38,83.37
0.0,236.05,0.0,213.44,83.37,83.37
0.0,236.05,0.0,213.44,83.37,83.37
0.0,236.05,0.0,213.44,83.37,83.37
0.0,236.05,0.0,213.44,83.37,83.37
0.0,236.04,0.0,213.41,83.36,83.37
0.0,236.04,0.0,213.38,83.36,83.36
0.0,236.04,0.0,213.35,83.36,83.36
0.0,236.04,0.0,213.33,83.36,83.36
0.0,236.02,0.0,213.31,83.36,83.36
0.0,236.01,0.0,213.27,83.36,83.36
0.0,236.01,0.0,213.27,83.36,83.36
0.0,236.01,0.0,213.25,83.36,83.36
0.0,236.02,0.0,213.22,83.36,83.36
0.0,236.02,0.0,213.2,83.36,83.37
0.0,236.02,0.0,213.2,83.36,83.37
0.0,236.03,0.0,213.18,83.37,83.38
0.0,236.03,0.0,213.17,83.37,83.38
0.0,236.03,0.0,213.16,83.38,83.39
0.0,236.15,0.0,213.13,83.38,83.4
1.0,236.09,1.5,213.12,83.39,83.4
3.5,236.06,2.5,213.11,83.41,83.41
0.5,236.05,0.5,213.11,83.43,83.41
0.0,236.05,0.0,213.1,83.44,83.42
0.0,236.05,0.0,213.09,83.44,83.42
0.0,236.05,0.0,213.08,83.44,83.43
0.0,236.05,0.0,213.07,83.44,83.44
0.0,236.05,0.0,213.07,83.43,83.44
0.0,236.05,0.0,213.06,83.43,83.45
0.0,236.04,0.0,213.03,83.43,83.45
3.0,236.04,3.0,213.0,83.43,83.46
0.0,236.05,0.5,212.98,83.44,83.46
0.0,236.05,0.0,212.96,83.46,83.46
0.0,236.05,0.0,212.95,83.48,83.47
0.0,236.05,0.0,212.94,83.48,83.48
0.0,236.05,0.0,212.93,83.49,83.48
0.0,236.05,0.0,212.92,83.49,83.49
0.0,236.05,0.0,212.89,83.49,83.5
0.0,236.05,0.0,212.88,83.49,83.5
0.0,236.05,6.5,212.87,83.51,83.5
0.0,236.06,0.0,212.87,83.51,83.51
0.0,236.07,0.0,212.86,83.51,83.51
0.0,236.09,0.0,212.84,83.51,83.51
0.0,236.18,0.0,212.81,83.51,83.51
0.0,236.12,0.0,212.8,83.51,83.5
0.0,236.08,0.0,212.8,83.5,83.5
0.0,236.07,0.0,212.8,83.5,83.5
0.0,236.06,0.0,212.79,83.5,83.5
0.0,236.06,0.5,212.78,83.49,83.5
0.0,236.06,0.0,212.78,83.49,83.49
0.0,236.06,0.0,212.77,83.49,83.49
0.0,236.06,0.0,212.76,83.49,83.49
0.0,236.05,0.0,212.75,83.49,83.48
0.0,236.05,0.0,212.72,83.48,83.48
0.0,236.05,0.0,212.69,83.48,83.48
0.0,236.05,0.0,212.68,83.47,83.47
0.0,236.05,0.0,212.66,83.47,83.47
0.0,236.04,0.0,212.66,83.47,83.47
0.0,236.04,0.0,212.62,83.47,83.47
0.0,236.04,0.0,212.64,83.47,83.46
0.0,236.18,0.0,212.58,83.47,83.46
0.0,236.18,0.0,212.57,83.47,83.46
0.0,236.1,0.0,212.57,83.46,83.46
0.0,236.07,0.0,212.57,83.46,83.47
0.0,236.06,0.5,212.55,83.47,83.47
0.0,236.06,0.0,212.52,83.47,83.47
0.0,236.05,0.0,212.52,83.47,83.48
0.0,236.05,0.0,212.52,83.47,83.48
0.0,236.05,0.0,212.51,83.47,83.49
6.0,236.05,11.0,212.5,83.47,83.5
0.0,236.07,0.0,212.52,83.48,83.51
0.0,236.07,0.5,212.52,83.56,83.52
0.0,236.08,0.0,212.51,83.55,83.54
0.0,236.08,0.0,212.51,83.55,83.55
0.0,236.08,0.0,212.51,83.54,83.56
0.0,236.07,0.0,212.48,83.55,83.57
0.0,236.07,0.0,212.46,83.57,83.57
0.0,236.2,0.0,212.43,83.58,83.57
0.0,236.17,0.0,212.41,83.6,83.55
0.0,236.1,0.0,212.41,83.6,83.55
0.0,236.07,0.0,212.41,83.6,83.54
0.0,236.06,0.0,212.41,83.59,83.55
0.0,236.06,0.0,212.38,83.58,83.56
0.0,236.05,0.0,212.36,83.57,83.59
0.0,236.05,0.0,212.34,83.57,83.63
0.5,236.05,1.5,212.33,83.56,83.67
0.5,236.06,1.0,212.33,83.56,83.71
14.5,236.06,37.0,212.33,83.56,83.76
1.5,236.16,4.5,212.36,83.59,83.8
1.0,236.3,0.5,212.37,83.74,83.85
3.5,236.32,6.5,212.4,84.01,83.89
0.5,236.47,1.0,212.46,84.08,83.94
0.0,236.52,0.5,212.55,84.1,83.97
0.0,236.62,0.0,212.67,84.12,84.0
0.5,236.61,0.0,212.8,84.13,84.03
0.0,236.6,0.0,212.93,84.09,84.04
0.0,236.55,0.0,213.05,84.06,84.05
0.0,236.51,0.0,213.14,84.01,84.04
0.0,236.48,0.0,213.22,83.97,84.03
0.0,236.49,0.0,213.3,83.95,84.0
0.0,236.46,0.0,213.35,83.93,83.96
0.5,236.43,0.0,213.4,83.91,83.92
0.0,236.41,0.0,213.44,83.89,83.89
0.0,236.39,0.0,213.49,83.87,83.86
0.0,236.36,0.0,213.54,83.86,83.84
0.0,236.34,0.0,213.58,83.85,83.82
0.0,236.33,0.0,213.61,83.84,83.81
0.0,236.32,0.0,213.62,83.82,83.81
0.0,236.32,0.0,213.64,83.81,83.82
0.0,236.31,0.0,213.66,83.8,83.82
0.0,236.31,1.0,213.69,83.79,83.83
2.5,236.31,8.0,213.71,83.78,83.84
9.0,236.33,6.5,213.75,83.78,83.85
1.5,236.33,1.5,213.78,83.8,83.86
0.0,236.37,0.0,213.82,83.83,83.87
0.0,236.46,0.0,213.87,83.95,83.88
0.0,236.5,0.0,213.94,83.97,83.89
0.0,236.53,0.0,214.03,83.96,83.9
0.0,236.5,0.0,214.11,83.95,83.91
0.0,236.5,0.0,214.19,83.93,83.91
0.0,236.49,0.0,214.27,83.92,83.92
0.0,236.46,0.0,214.34,83.91,83.92
0.0,236.45,0.0,214.4,83.89,83.91
0.0,236.44,0.0,214.44,83.89,83.9
0.0,236.43,0.0,214.48,83.87,83.89
0.0,236.42,0.0,214.51,83.87,83.87
0.0,236.4,0.0,214.55,83.86,83.85
0.0,236.36,0.0,214.6,83.85,83.84
0.0,236.35,0.0,214.64,83.84,83.83
0.0,236.38,0.0,214.69,83.83,83.82
0.0,236.35,0.0,214.71,83.82,83.81
0.0,236.35,0.0,214.73,83.81,83.79
0.0,236.35,0.0,214.75,83.8,83.78
0.0,236.33,0.0,214.78,83.79,83.77
0.0,236.33,0.0,214.82,83.78,83.76
0.0,236.3,0.0,214.84,83.77,83.75
0.0,236.34,0.0,214.86,83.76,83.74
0.0,236.32,0.0,214.86,83.76,83.75
0.0,236.27,0.0,214.87,83.75,83.78
13.5,236.27,11.0,214.89,83.75,83.82
0.0,236.3,1.5,214.92,83.77,83.87
1.0,236.34,5.0,214.94,83.79,83.92
0.0,236.39,0.5,214.99,83.85,83.98
2.0,236.45,4.5,215.04,83.93,84.03
0.0,236.57,2.5,215.12,84.02,84.09
6.5,236.87,7.0,215.3,84.03,84.13
0.5,237.36,0.5,215.73,84.14,84.18
0.0,237.45,0.0,216.51,84.4,84.21
0.0,237.32,0.0,217.23,84.47,84.24
0.0,237.21,0.0,217.82,84.42,84.25
0.0,237.13,0.0,218.29,84.35,84.25
0.0,237.0,0.0,218.68,84.29,84.24
0.0,236.93,0.0,219.0,84.23,84.23
0.0,236.88,0.0,219.28,84.18,84.21
0.0,236.82,0.0,219.51,84.13,84.19
0.0,236.76,0.0,219.69,84.1,84.16
0.5,236.74,0.5,219.86,84.07,84.14
0.5,236.72,1.0,219.97,84.04,84.11
0.5,236.69,2.0,220.07,84.02,84.08
10.0,236.68,7.0,220.17,84.0,84.07
1.5,236.72,2.5,220.27,84.02,84.07
1.0,236.78,1.0,220.4,84.12,84.08
3.0,236.82,2.5,220.6,84.18,84.1
1.0,236.82,1.0,220.82,84.18,84.11
1.0,236.82,0.5,221.02,84.16,84.13
0.5,236.79,0.5,221.21,84.14,84.15
3.5,236.78,1.0,221.39,84.12,84.16
5.0,236.77,4.5,221.57,84.12,84.17
0.5,236.75,0.5,221.75,84.14,84.18
0.5,236.74,0.0,221.91,84.19,84.18
0.0,236.73,0.0,222.07,84.21,84.18
0.0,236.71,0.0,222.21,84.21,84.17
0.0,236.69,0.0,222.32,84.19,84.15
0.0,236.68,0.0,222.44,84.17,84.14
0.0,236.66,0.0,222.54,84.15,84.13
0.0,236.64,0.0,222.63,84.13,84.12
0.0,236.64,0.0,222.71,84.1,84.11
0.0,236.63,0.0,222.78,84.08,84.1
0.0,236.61,0.0,222.85,84.07,84.08
0.0,236.6,0.0,222.91,84.06,84.06
0.0,236.59,0.0,222.96,84.04,84.04
0.0,236.55,0.0,223.01,84.03,84.02
0.0,236.55,0.0,223.06,84.01,84.0
0.0,236.53,0.0,223.1,84.0,83.99
0.0,236.52,0.0,223.14,83.98,83.98
0.5,236.51,0.5,223.18,83.97,83.96
0.0,236.51,0.5,223.25,83.96,83.95
0.5,236.51,0.0,223.31,83.95,83.94
0.0,236.49,0.0,223.37,83.93,83.92
0.0,236.48,0.0,223.43,83.92,83.91
0.0,236.47,0.0,223.48,83.9,83.89
0.0,236.42,0.0,223.54,83.89,83.88
0.0,236.46,0.0,223.58,83.87,83.87
0.0,236.45,0.0,223.63,83.87,83.86
0.0,236.45,0.0,223.66,83.86,83.86
0.0,236.42,0.0,223.67,83.85,83.85
0.0,236.43,0.0,223.67,83.84,83.85
0.0,236.43,0.0,223.67,83.84,83.84
0.0,236.41,0.0,223.67,83.83,83.84
0.0,236.4,0.0,223.67,83.83,83.84
0.0,236.4,0.0,223.67,83.82,83.84
0.0,236.39,0.0,223.67,83.86,83.84
0.0,236.38,0.0,223.69,83.85,83.84
0.0,236.38,0.0,223.68,83.85,83.84
0.0,236.38,0.0,223.68,83.85,83.84
0.0,236.37,0.0,223.67,83.84,83.84
1.5,236.37,2.0,223.66,83.84,83.84
0.0,236.38,0.5,223.65,83.84,83.84
0.0,236.37,0.5,223.64,83.84,83.84
0.0,236.37,0.0,223.63,83.84,83.83
0.0,236.35,0.0,223.66,83.84,83.83
0.0,236.35,0.0,223.69,83.84,83.82
0.0,236.36,0.0,223.71,83.83,83.81
0.0,236.35,0.0,223.73,83.81,83.8
0.0,236.33,0.0,223.76,83.79,83.79
0.0,236.34,0.0,223.78,83.79,83.79
0.0,236.33,0.0,223.8,83.78,83.78
0.0,236.31,0.0,223.82,83.77,83.77
0.0,236.31,0.0,223.84,83.77,83.77
0.0,236.33,0.0,223.83,83.77,83.77
0.0,236.33,0.0,223.81,83.76,83.77
0.0,236.32,0.0,223.79,83.76,83.77
1.0,236.33,1.0,223.78,83.76,83.78
0.0,236.31,0.5,223.76,83.76,83.79
2.0,236.31,1.0,223.74,83.75,83.8
3.5,236.31,3.5,223.72,83.8,83.81
0.5,236.31,1.0,223.71,83.83,83.82
1.0,236.31,1.0,223.69,83.84,83.83
1.5,236.32,2.0,223.67,83.86,83.85
0.0,236.35,1.0,223.66,83.87,83.86
0.0,236.35,1.5,223.65,83.87,83.87
0.0,236.38,2.5,223.6,83.88,83.87
0.5,236.4,0.0,223.63,83.88,83.88
0.0,236.41,0.0,223.63,83.89,83.88
0.5,236.43,1.0,223.67,83.89,83.88
0.5,236.46,0.5,223.72,83.89,83.88
0.0,236.46,0.0,223.76,83.89,83.88
0.0,236.46,0.0,223.81,83.87,83.87
0.0,236.46,0.0,223.86,83.86,83.87
0.0,236.46,0.0,223.91,83.86,83.86
0.0,236.46,0.0,223.96,83.85,83.85
0.0,236.46,0.0,224.01,83.85,83.85
0.0,236.46,0.0,224.05,83.85,83.85
0.0,236.45,0.0,224.08,83.84,83.85
0.0,236.47,0.0,224.09,83.84,83.84
0.0,236.46,0.0,224.1,83.84,83.84
0.0,236.46,0.0,224.11,83.83,83.84
0.0,236.42,0.0,224.12,83.83,83.84
0.0,236.43,0.0,224.13,83.82,83.84
0.0,236.43,0.0,224.13,83.86,83.85
0.0,236.43,0.0,224.14,83.86,83.85
0.0,236.43,0.0,224.15,83.86,83.85
0.0,236.42,0.0,224.15,83.86,83.85
0.0,236.43,0.0,224.15,83.85,83.85
0.0,236.41,0.0,224.15,83.85,83.85
0.0,236.42,0.0,224.15,83.84,83.84
0.0,236.43,0.0,224.15,83.84,83.84
0.0,236.4,0.0,224.15,83.84,83.83
0.0,236.4,0.0,224.18,83.83,83.82
0.0,236.4,0.0,224.21,83.83,83.81
0.0,236.39,0.0,224.25,83.82,83.8
0.0,236.39,0.0,224.28,83.8,83.8
0.0,236.39,0.0,224.31,83.79,83.79
0.0,236.39,0.0,224.34,83.77,83.78
0.0,236.37,0.0,224.37,83.77,83.78
0.0,236.38,0.0,224.4,83.76,83.77
0.0,236.36,0.0,224.42,83.76,83.76
0.0,236.37,0.0,224.43,83.76,83.76
0.0,236.36,0.0,224.43,83.76,83.75
0.0,236.36,0.0,224.44,83.75,83.75
0.0,236.34,0.0,224.46,83.75,83.75
0.0,236.34,0.0,224.48,83.75,83.74
0.0,236.33,0.0,224.51,83.75,83.74
0.0,236.3,0.0,224.53,83.74,83.74
0.0,236.3,0.0,224.53,83.74,83.73
0.0,236.32,0.0,224.53,83.73,83.73
0.0,236.33,0.0,224.53,83.73,83.73
0.0,236.33,0.0,224.55,83.72,83.72
0.0,236.32,0.0,224.58,83.72,83.72
0.0,236.31,0.0,224.59,83.72,83.72
0.0,236.3,0.0,224.59,83.72,83.72
0.0,236.31,0.0,224.59,83.71,83.71
0.0,236.31,0.0,224.61,83.71,83.71
0.0,236.31,0.0,224.63,83.71,83.71
0.0,236.3,0.5,224.64,83.71,83.71
0.0,236.3,0.0,224.66,83.71,83.71
1.0,236.27,0.5,224.67,83.71,83.71
0.0,236.29,0.0,224.73,83.7,83.7
0.0,236.3,0.0,224.73,83.7,83.7
0.0,236.3,0.0,224.72,83.7,83.7
0.0,236.28,0.0,224.72,83.7,83.7
0.0,236.28,0.0,224.72,83.7,83.69
0.0,236.27,0.0,224.73,83.7,83.69
0.0,236.27,0.0,224.74,83.7,83.69
0.0,236.26,0.0,224.75,83.69,83.69
0.0,236.25,0.0,224.74,83.69,83.69
0.0,236.25,0.0,224.72,83.68,83.69
0.0,236.24,0.0,224.69,83.68,83.69
0.0,236.25,0.0,224.7,83.68,83.68
0.0,236.25,0.0,224.72,83.68,83.68
0.0,236.26,0.0,224.72,83.68,83.67
0.0,236.26,0.0,224.69,83.68,83.66
0.0,236.3,0.0,224.68,83.7,83.65
0.0,236.25,0.0,224.69,83.7,83.65
0.0,236.24,0.0,224.7,83.69,83.66
0.0,236.22,0.0,224.72,83.68,83.68
0.0,236.24,0.0,224.72,83.68,83.71
0.5,236.26,0.0,224.74,83.7,83.75
3.0,236.26,2.5,224.75,83.69,83.79
13.0,236.23,6.0,224.76,83.69,83.84
4.0,236.23,4.5,224.78,83.73,83.89
5.5,236.28,10.5,224.76,83.79,83.94
6.5,236.34,12.0,224.76,83.92,83.98
6.5,236.47,12.0,224.77,84.08,84.03
6.5,236.75,12.0,224.83,84.19,84.07
6.5,236.84,12.0,224.98,84.24,84.11
0.5,236.82,0.5,225.17,84.25,84.14
0.5,236.79,0.5,225.36,84.24,84.16
0.5,236.78,0.5,225.53,84.21,84.18
0.5,236.78,0.5,225.65,84.18,84.19
0.5,236.73,0.5,225.76,84.15,84.19
0.5,236.71,0.5,225.86,84.12,84.17
0.5,236.71,0.5,225.95,84.09,84.15
0.5,236.68,0.5,226.03,84.1,84.12
0.5,236.66,0.5,226.1,84.09,84.09
0.5,236.64,0.5,226.17,84.07,84.06
0.5,236.64,0.5,226.23,84.06,84.04
0.5,236.61,0.5,226.33,84.04,84.02
0.0,236.62,0.0,226.42,84.02,84.0
0.0,236.6,0.0,226.51,84.0,83.98
0.0,236.6,0.0,226.59,83.97,83.96
0.0,236.55,0.0,226.67,83.95,83.95
0.0,236.54,0.0,226.75,83.93,83.93
0.0,236.54,0.0,226.82,83.92,83.92
0.0,236.53,0.0,226.87,83.91,83.91
0.0,236.51,0.0,226.9,83.89,83.9
0.0,236.5,0.0,226.92,83.89,83.89
0.0,236.51,0.0,226.94,83.88,83.89
0.0,236.49,0.0,226.96,83.87,83.88
0.0,236.48,0.0,226.97,83.86,83.88
0.0,236.46,0.0,226.98,83.89,83.88
0.0,236.45,0.0,226.99,83.89,83.88
0.0,236.45,0.0,227.0,83.89,83.87
0.0,236.44,0.0,227.0,83.88,83.87
0.0,236.42,0.0,227.01,83.88,83.87
0.0,236.43,0.0,227.01,83.87,83.87
0.0,236.42,0.0,227.0,83.87,83.87
0.0,236.41,0.0,227.0,83.86,83.86
0.0,236.41,0.0,226.99,83.86,83.86
0.0,236.41,0.0,226.99,83.86,83.85
0.0,236.41,0.0,226.99,83.85,83.84
0.0,236.41,0.0,227.02,83.85,83.83
0.0,236.38,0.0,227.05,83.84,83.82
0.0,236.39,0.0,227.08,83.83,83.81
0.0,236.38,0.0,227.11,83.81,83.8
0.0,236.37,0.0,227.14,83.79,83.79
0.0,236.37,0.0,227.17,83.78,83.79
0.0,236.37,0.0,227.15,83.77,83.78
0.0,236.36,0.0,227.14,83.77,83.78
0.0,236.35,0.0,227.13,83.76,83.78
0.0,236.34,0.0,227.11,83.76,83.78
0.0,236.35,0.0,227.09,83.76,83.78
0.0,236.33,0.0,227.08,83.76,83.78
0.0,236.32,0.0,227.06,83.8,83.79
0.0,236.32,0.0,227.04,83.81,83.79
0.0,236.3,0.0,227.02,83.81,83.79
0.0,236.3,0.0,227.0,83.81,83.79
0.0,236.26,0.0,226.98,83.8,83.8
0.0,236.28,0.0,226.96,83.8,83.8
0.0,236.3,0.0,226.94,83.8,83.8
0.0,236.28,0.0,226.96,83.8,83.79
0.0,236.3,0.0,226.97,83.8,83.79
0.0,236.3,0.0,226.95,83.79,83.78
0.0,236.3,0.0,226.92,83.77,83.78
0.0,236.3,0.0,226.9,83.75,83.77
0.0,236.28,0.0,226.92,83.74,83.76
0.0,236.28,0.0,226.93,83.77,83.75
0.0,236.29,0.0,226.95,83.78,83.74
0.0,236.29,0.0,226.96,83.76,83.73
0.0,236.24,0.0,226.98,83.74,83.73
0.0,236.24,0.0,226.99,83.73,83.73
0.0,236.25,0.0,227.0,83.72,83.73
0.0,236.26,0.0,226.99,83.72,83.73
0.0,236.26,0.0,226.96,83.72,83.73
0.0,236.26,0.0,226.93,83.72,83.73
0.0,236.29,0.0,226.9,83.71,83.74
0.0,236.31,0.0,226.88,83.73,83.75
0.0,236.31,0.0,226.88,83.74,83.77
0.0,236.31,0.0,226.9,83.8,83.79
0.0,236.29,0.0,226.88,83.84,83.81
0.0,236.28,0.0,226.86,83.84,83.84
0.0,236.32,0.0,226.84,83.81,83.87
0.0,236.36,0.0,226.83,83.81,83.9
0.0,236.34,0.0,226.83,83.89,83.93
0.0,236.41,0.0,226.85,83.97,83.96
0.0,236.47,0.0,226.85,84.0,83.99
3.0,236.55,2.5,226.87,84.01,84.01
3.0,236.62,2.5,226.92,84.02,84.03
3.0,236.69,2.5,226.98,84.07,84.05
0.0,236.72,0.0,227.1,84.11,84.06
0.0,236.73,0.0,227.23,84.11,84.06
0.0,236.72,0.0,227.35,84.09,84.06
0.0,236.73,0.0,227.48,84.07,84.07
0.0,236.71,0.0,227.6,84.05,84.06
0.0,236.68,0.0,227.71,84.03,84.04
0.0,236.66,0.0,227.82,84.02,84.03
0.0,236.64,0.0,227.9,84.01,84.01
0.0,236.63,0.0,227.96,83.99,84.0
0.0,236.63,0.0,228.01,83.98,83.98
0.0,236.6,0.0,228.06,83.96,83.97
0.0,236.58,0.0,228.1,83.95,83.95
0.0,236.57,0.0,228.14,83.93,83.94
0.0,236.55,0.0,228.18,83.96,83.93
0.0,236.53,0.0,228.21,83.95,83.91
0.0,236.47,0.0,228.34,83.89,83.9
0.0,236.45,0.0,228.35,83.89,83.89
0.0,236.45,0.0,228.36,83.88,83.88
0.0,236.45,0.0,228.4,83.88,83.87
0.0,236.44,0.0,228.44,83.87,83.85
0.0,236.43,0.0,228.48,83.86,83.84
0.0,236.43,0.0,228.52,83.84,83.83
0.0,236.42,0.0,228.56,83.82,83.82
0.0,236.42,0.0,228.59,83.81,83.81
0.0,236.41,0.0,228.62,83.8,83.8
0.0,236.4,0.0,228.61,83.8,83.8
0.0,236.4,0.0,228.61,83.79,83.8
0.0,236.37,0.0,228.6,83.79,83.8
0.0,236.39,0.0,228.59,83.78,83.8
0.0,236.38,0.0,228.59,83.78,83.8
0.0,236.37,0.0,228.58,83.78,83.8
0.0,236.36,0.0,228.57,83.82,83.8
0.0,236.37,0.0,228.56,83.83,83.81
0.0,236.36,0.0,228.54,83.82,83.81
0.0,236.34,0.0,228.53,83.82,83.81
0.0,236.35,0.0,228.52,83.82,83.82
0.0,236.34,0.0,228.51,83.82,83.82
0.0,236.33,0.0,228.49,83.82,83.82
0.0,236.32,0.0,228.47,83.81,83.82
0.0,236.33,0.0,228.45,83.81,83.81
0.0,236.34,0.0,228.44,83.81,83.81
0.0,236.33,0.0,228.42,83.81,83.8
0.0,236.31,0.0,228.44,83.81,83.79
0.0,236.32,0.0,228.46,83.8,83.79
0.0,236.29,0.0,228.48,83.8,83.78
0.0,236.29,0.0,228.49,83.77,83.77
0.0,236.3,0.0,228.51,83.76,83.76
0.0,236.3,0.0,228.52,83.75,83.75
0.0,236.3,0.0,228.54,83.74,83.75
0.0,236.3,0.0,228.53,83.74,83.74
0.0,236.3,0.0,228.51,83.73,83.74
0.0,236.3,0.0,228.49,83.73,83.74
0.0,236.29,0.0,228.47,83.73,83.74
0.0,236.29,0.0,228.44,83.72,83.74
0.0,236.27,0.0,228.42,83.72,83.74
0.0,236.22,0.0,228.4,83.72,83.74
0.0,236.24,0.0,228.37,83.77,83.75
0.0,236.24,0.0,228.35,83.77,83.75
0.0,236.24,0.0,228.32,83.77,83.76
0.0,236.25,0.0,228.29,83.77,83.77
0.0,236.26,0.0,228.27,83.77,83.77
0.0,236.29,0.0,228.24,83.77,83.77
0.0,236.25,0.0,228.22,83.77,83.77
0.0,236.25,0.0,228.19,83.77,83.77
0.0,236.25,0.0,228.16,83.77,83.77
0.0,236.25,0.0,228.14,83.76,83.76
0.0,236.23,0.0,228.15,83.76,83.75
0.0,236.23,0.0,228.16,83.77,83.74
0.0,236.23,0.0,228.17,83.76,83.73
0.0,236.23,0.0,228.18,83.74,83.72
0.0,236.23,0.0,228.19,83.71,83.71
0.0,236.23,0.0,228.2,83.7,83.71
0.0,236.23,0.0,228.2,83.7,83.7
0.0,236.23,0.0,228.17,83.69,83.7
0.0,236.17,0.0,228.14,83.68,83.7
0.0,236.22,0.0,228.11,83.68,83.7
0.0,236.22,0.0,228.08,83.68,83.7
0.0,236.22,0.0,228.05,83.68,83.7
0.0,236.2,0.0,228.02,83.67,83.71
0.0,236.2,0.0,227.99,83.74,83.72
0.0,236.2,0.0,227.96,83.75,83.72
0.0,236.21,0.0,227.93,83.75,83.73
0.0,236.2,0.0,227.9,83.75,83.74
0.0,236.19,0.0,227.87,83.75,83.75
0.0,236.18,0.0,227.84,83.75,83.75
0.0,236.19,0.0,227.8,83.75,83.76
0.0,236.22,0.0,227.77,83.75,83.76
0.0,236.19,0.0,227.74,83.75,83.75
0.0,236.19,0.0,227.71,83.75,83.75
0.0,236.22,0.0,227.68,83.75,83.74
0.0,236.21,0.0,227.69,83.75,83.73
0.0,236.2,0.0,227.69,83.75,83.72
0.0,236.2,0.0,227.7,83.74,83.71
0.0,236.2,0.0,227.7,83.71,83.7
0.0,236.12,0.0,227.71,83.69,83.69
0.0,236.09,0.0,227.71,83.67,83.68
0.0,236.19,0.0,227.71,83.67,83.67
0.0,236.2,0.0,227.68,83.66,83.67
0.0,236.2,0.0,227.71,83.65,83.67
0.0,236.19,0.0,227.74,83.65,83.67
0.0,236.18,0.0,227.78,83.64,83.67
0.0,236.19,0.0,227.54,83.64,83.68
0.0,236.18,0.0,227.51,83.64,83.68
0.0,236.18,0.0,227.47,83.71,83.69
0.0,236.18,0.0,227.44,83.74,83.7
0.0,236.18,0.0,227.41,83.74,83.71
0.0,236.17,0.0,227.38,83.74,83.72
0.0,236.1,0.0,227.34,83.74,83.73
0.0,236.06,0.0,227.3,83.74,83.74
0.0,236.18,0.0,227.26,83.74,83.75
0.0,236.18,0.0,227.23,83.74,83.75
0.0,236.19,0.0,227.2,83.74,83.75
0.0,236.16,0.0,227.16,83.74,83.74
0.0,236.19,0.0,227.12,83.74,83.74
0.0,236.2,0.0,227.13,83.74,83.72
0.0,236.17,0.0,227.13,83.74,83.71
0.0,236.17,0.0,227.14,83.74,83.7
0.0,236.17,0.0,227.14,83.71,83.69
0.0,236.18,0.0,227.14,83.68,83.68
0.0,236.17,0.0,227.15,83.67,83.67
0.0,236.17,0.0,227.15,83.65,83.66
0.0,236.15,0.0,227.13,83.65,83.66
0.0,236.09,0.0,227.09,83.64,83.67
0.0,236.07,0.0,227.05,83.64,83.67
0.0,236.17,0.0,227.01,83.63,83.67
0.0,236.2,0.0,226.98,83.63,83.67
0.0,236.19,0.0,226.94,83.63,83.67
0.0,236.18,0.0,226.91,83.65,83.67
0.0,236.13,0.0,226.87,83.73,83.67
0.0,236.07,0.0,226.83,83.74,83.67
0.0,236.05,0.0,226.79,83.74,83.67
0.0,236.05,0.0,226.76,83.74,83.68
0.0,236.21,0.0,226.71,83.74,83.68
