rains,waterlevels63000120,rains63000100,waterlevels63000100,waterlevels,waterlevels_smooth
0.0,236.81,0.0,236.84,83.89,83.89
0.0,236.79,0.0,236.83,83.88,83.88
0.0,236.78,0.0,236.82,83.88,83.87
0.0,236.78,0.0,236.82,83.87,83.86
0.0,236.78,0.0,236.81,83.86,83.86
0.0,236.78,0.0,236.83,83.85,83.85
0.0,236.78,0.0,236.82,83.84,83.84
0.0,236.76,0.0,236.81,83.8,83.84
0.0,236.76,0.0,236.79,83.83,83.83
0.0,236.76,0.0,236.79,83.84,83.82
0.0,236.76,0.0,236.78,83.83,83.82
0.0,236.75,0.0,236.77,83.83,83.82
0.0,236.75,0.0,236.77,83.82,83.81
0.0,236.74,0.0,236.76,83.81,83.81
0.0,236.72,0.0,236.75,83.8,83.8
0.0,236.72,0.0,236.74,83.8,83.8
0.0,236.71,0.0,236.74,83.79,83.79
0.0,236.7,0.0,236.73,83.79,83.79
0.0,236.7,0.0,236.72,83.79,83.79
0.0,236.7,0.0,236.71,83.79,83.78
0.0,236.68,0.0,236.71,83.78,83.77
0.0,236.68,0.0,236.7,83.77,83.77
0.0,236.67,0.0,236.69,83.77,83.77
0.0,236.66,0.0,236.7,83.77,83.76
0.0,236.64,0.0,236.7,83.76,83.76
0.0,236.64,0.0,236.69,83.76,83.76
0.0,236.6,0.0,236.67,83.75,83.76
0.0,236.6,0.0,236.65,83.75,83.76
0.0,236.56,0.0,236.63,83.77,83.77
0.0,236.56,0.0,236.6,83.77,83.77
0.0,236.52,0.5,236.58,83.77,83.77
0.0,236.52,1.5,236.56,83.77,83.78
0.0,236.51,0.0,236.53,83.78,83.79
0.0,236.52,0.0,236.54,83.8,83.8
13.0,236.81,0.0,236.61,83.8,83.81
0.0,236.79,0.5,236.7,83.83,83.82
0.0,236.8,0.0,236.78,83.83,83.83
0.0,236.84,0.0,236.83,83.82,83.84
0.0,236.86,0.0,236.86,83.82,83.84
0.0,236.86,0.0,236.88,83.85,83.84
0.0,236.86,0.0,236.88,83.87,83.84
0.0,236.85,0.0,236.88,83.88,83.85
0.0,236.85,0.0,236.88,83.88,83.85
0.0,236.84,0.0,236.88,83.88,83.85
0.0,236.82,0.0,236.86,83.87,83.87
0.0,236.81,0.0,236.85,83.87,83.9
0.0,236.81,0.0,236.84,83.86,83.92
0.0,236.78,0.0,236.83,83.84,83.94
0.0,236.66,0.0,236.82,83.84,83.96
0.0,236.55,0.0,236.69,83.83,83.97
0.0,236.55,0.0,236.56,84.03,83.98
18.5,236.52,3.5,236.43,84.03,83.99
0.5,236.52,0.0,236.31,84.06,84.0
0.0,236.5,0.0,236.19,84.06,84.0
0.0,236.47,0.0,236.07,84.19,84.01
0.0,236.45,0.0,236.07,84.16,84.0
0.0,236.45,0.0,236.07,83.99,84.0
0.0,236.45,0.0,236.07,83.93,83.99
0.0,236.44,0.0,236.06,83.92,83.98
0.0,236.42,0.0,236.06,83.91,83.96
0.0,236.42,0.0,236.05,83.89,83.94
0.0,236.42,0.0,236.05,83.89,83.91
0.0,236.4,0.0,236.04,83.88,83.89
0.0,236.4,0.0,236.03,83.87,83.87
0.0,236.39,0.0,236.02,83.87,83.85
0.0,236.35,0.0,236.01,83.86,83.84
0.0,236.36,0.0,236.0,83.86,83.84
0.0,236.36,0.0,235.98,83.86,83.85
0.0,236.37,0.0,235.97,83.86,83.85
0.0,236.35,0.0,235.95,83.84,83.85
0.0,236.36,0.0,235.94,83.85,83.85
0.0,236.33,0.0,235.92,83.84,83.85
0.0,236.32,0.0,235.9,83.84,83.84
0.0,236.3,0.0,235.88,83.83,83.84
0.0,236.3,1.5,235.86,83.83,83.84
15.5,236.3,0.0,235.83,83.82,83.84
0.0,236.29,0.0,235.81,83.88,83.84
0.0,236.28,0.0,235.79,83.86,83.84
0.0,236.26,0.0,235.76,83.85,83.84
0.0,236.26,0.0,235.74,83.84,83.84
0.0,236.29,0.0,235.71,83.84,83.84
0.0,236.28,0.0,235.68,83.83,83.83
0.0,236.27,0.0,235.65,83.83,83.83
0.0,236.28,0.0,235.62,83.83,83.83
0.0,236.28,0.0,235.6,83.82,83.83
0.0,236.28,0.0,235.57,83.82,83.82
0.0,236.25,0.0,235.54,83.82,83.82
0.0,236.25,0.0,235.5,83.81,83.81
0.0,236.25,0.0,235.47,83.81,83.81
0.0,236.25,0.0,235.44,83.81,83.81
0.0,236.25,0.0,235.41,83.81,83.81
0.0,236.24,0.0,235.37,83.81,83.81
0.0,236.24,0.0,235.34,83.81,83.81
0.0,236.23,0.0,235.3,83.81,83.8
0.0,236.23,0.0,235.27,83.8,83.8
0.0,236.21,1.0,235.24,83.8,83.8
0.0,236.21,0.0,235.2,83.8,83.8
0.0,236.21,0.0,235.16,83.8,83.8
0.0,236.21,0.0,235.13,83.8,83.8
0.0,236.18,0.0,235.09,83.79,83.79
0.0,236.18,0.0,235.06,83.79,83.79
0.0,236.18,0.0,235.01,83.79,83.79
0.0,236.18,0.0,234.98,83.79,83.79
0.0,236.19,0.0,234.94,83.79,83.79
0.0,236.19,0.0,234.9,83.79,83.79
0.0,236.23,0.0,234.86,83.79,83.78
0.0,236.23,0.0,234.82,83.78,83.78
0.0,236.23,0.0,234.78,83.78,83.78
0.0,236.17,0.0,234.78,83.78,83.78
0.0,236.17,0.0,234.78,83.78,83.78
0.0,236.19,0.0,234.78,83.78,83.78
0.0,236.19,0.0,234.78,83.78,83.78
0.0,236.16,0.0,234.78,83.78,83.78
0.0,236.16,0.0,234.78,83.79,83.78
0.0,236.16,0.0,234.78,83.77,83.78
0.0,236.16,0.0,234.78,83.78,83.78
0.0,236.17,0.0,234.78,83.78,83.78
0.0,236.17,0.0,234.78,83.78,83.78
0.0,236.18,0.0,234.33,83.78,83.79
0.0,236.18,0.0,234.28,83.78,83.79
0.0,236.15,0.0,234.24,83.78,83.8
0.5,236.15,0.0,234.21,83.77,83.8
1.0,236.19,5.5,234.17,83.79,83.8
0.0,236.19,0.0,234.13,83.82,83.81
0.0,236.15,0.0,234.09,83.82,83.81
0.0,236.17,0.0,234.05,83.83,83.82
0.0,236.17,0.0,234.0,83.84,83.82
0.0,236.23,0.0,233.96,83.83,83.82
0.0,236.23,0.0,233.92,83.82,83.81
0.0,236.22,0.0,233.88,83.81,83.81
0.0,236.22,0.0,233.85,83.81,83.81
0.0,236.24,0.0,233.81,83.8,83.8
0.0,236.24,0.0,233.77,83.8,83.79
0.0,236.22,0.0,233.75,83.8,83.78
0.5,236.21,0.0,233.74,83.79,83.77
0.0,236.17,0.0,233.72,83.76,83.77
0.0,236.17,0.0,233.71,83.74,83.76
0.0,236.19,0.0,233.69,83.74,83.75
0.0,236.19,0.0,233.67,83.74,83.75
0.0,236.2,0.0,233.65,83.74,83.74
0.0,236.17,0.0,233.63,83.74,83.73
0.0,236.17,0.0,233.62,83.74,83.73
0.0,236.18,0.5,233.6,83.74,83.73
0.0,236.18,2.0,233.57,83.73,83.73
0.0,236.21,0.0,233.55,83.73,83.73
0.0,236.21,0.0,233.54,83.73,83.73
0.5,236.2,0.0,233.53,83.73,83.74
0.0,236.2,0.0,233.51,83.72,83.74
1.0,236.2,1.5,233.49,83.72,83.75
7.0,236.2,0.5,233.48,83.73,83.75
0.0,236.24,0.0,233.46,83.74,83.76
1.0,236.24,0.0,233.45,83.76,83.76
0.0,236.24,1.5,233.44,83.77,83.76
0.0,236.24,0.0,233.43,83.79,83.76
0.0,236.24,0.5,233.41,83.79,83.76
0.0,236.24,0.5,233.4,83.79,83.76
0.0,236.24,0.0,233.39,83.78,83.75
0.0,236.24,0.0,233.38,83.77,83.75
0.0,236.25,0.0,233.39,83.77,83.75
0.0,236.24,0.0,233.41,83.76,83.74
0.0,236.24,0.0,233.48,83.7,83.73
0.0,236.27,0.0,233.48,83.7,83.73
0.0,236.25,0.0,233.46,83.7,83.72
0.0,236.24,0.0,233.45,83.7,83.72
0.0,236.24,0.0,233.44,83.69,83.71
0.0,236.24,0.0,233.43,83.69,83.71
0.0,236.24,0.0,233.41,83.71,83.71
0.0,236.23,0.0,233.41,83.74,83.72
0.0,236.23,0.0,233.39,83.74,83.72
0.0,236.23,0.0,233.38,83.74,83.72
0.0,236.23,0.0,233.37,83.73,83.73
0.0,236.24,0.0,233.36,83.73,83.73
0.0,236.24,0.0,233.34,83.73,83.73
0.0,236.24,0.0,233.33,83.73,83.73
0.0,236.25,0.0,233.32,83.73,83.73
0.0,236.25,0.0,233.3,83.72,83.72
0.0,236.24,0.0,233.29,83.72,83.72
0.0,236.24,0.0,233.31,83.72,83.71
0.0,236.22,0.0,233.32,83.72,83.7
0.0,236.22,0.0,233.34,83.71,83.69
0.0,236.22,0.0,233.35,83.69,83.68
0.0,236.22,0.0,233.37,83.67,83.67
0.0,236.21,0.0,233.38,83.66,83.66
0.0,236.21,0.0,233.39,83.65,83.66
0.0,236.19,0.0,233.38,83.65,83.66
0.0,236.19,0.5,233.36,83.65,83.65
0.0,236.21,0.0,233.34,83.65,83.65
0.0,236.21,0.0,233.33,83.64,83.66
0.0,236.21,0.0,233.31,83.64,83.66
0.0,236.19,0.0,233.3,83.64,83.66
0.0,236.18,0.0,233.28,83.63,83.67
0.0,236.16,0.0,233.26,83.69,83.67
0.0,236.16,0.0,233.24,83.71,83.68
0.0,236.19,0.0,233.22,83.71,83.69
0.0,236.19,0.0,233.2,83.7,83.7
0.0,236.2,0.0,233.18,83.7,83.7
0.0,236.2,0.0,233.16,83.7,83.7
0.0,236.19,0.0,233.15,83.7,83.7
0.0,236.19,0.0,233.13,83.7,83.7
0.0,236.17,0.0,233.11,83.7,83.7
0.0,236.17,0.0,233.11,83.7,83.69
0.0,236.18,0.0,233.12,83.7,83.68
0.0,236.18,0.0,233.13,83.7,83.67
0.0,236.18,0.0,233.14,83.68,83.66
0.0,236.18,0.0,233.15,83.65,83.65
0.0,236.18,0.0,233.16,83.64,83.64
0.0,236.16,0.0,233.17,83.63,83.64
0.0,236.16,0.0,233.16,83.63,83.63
0.0,236.11,0.0,233.14,83.63,83.63
0.0,236.11,0.0,233.11,83.62,83.63
0.0,236.15,0.0,233.09,83.63,83.63
0.0,236.15,0.0,233.06,83.61,83.63
0.0,236.16,0.0,233.04,83.61,83.64
0.0,236.15,0.0,233.02,83.61,83.64
0.0,236.15,0.0,233.0,83.63,83.65
0.0,236.13,0.0,232.98,83.68,83.65
0.0,236.13,0.0,232.95,83.69,83.66
0.0,236.12,0.0,232.93,83.69,83.67
0.0,236.12,0.0,232.91,83.68,83.68
0.0,236.14,0.0,232.88,83.68,83.68
0.0,236.14,0.0,232.86,83.68,83.68
0.0,236.16,0.0,232.84,83.68,83.69
0.0,236.16,0.0,232.81,83.68,83.69
0.0,236.14,0.0,232.79,83.68,83.68
0.0,236.14,0.0,232.76,83.68,83.68
0.0,236.13,0.0,232.76,83.68,83.67
0.0,236.13,0.0,232.77,83.68,83.66
0.0,236.13,0.0,232.78,83.68,83.64
0.0,236.13,0.0,232.78,83.65,83.63
0.0,236.13,0.0,232.79,83.63,83.63
0.0,236.13,0.0,232.8,83.61,83.62
0.0,236.11,0.0,232.8,83.61,83.61
0.0,236.11,0.0,232.77,83.6,83.61
0.0,236.02,0.0,232.74,83.6,83.61
0.0,236.02,0.0,232.72,83.59,83.61
0.0,236.11,0.0,232.69,83.59,83.61
0.0,236.11,0.0,232.66,83.59,83.61
0.0,236.11,0.0,232.63,83.59,83.62
0.0,236.11,0.0,232.61,83.59,83.63
0.0,236.11,0.0,232.58,83.67,83.64
0.0,236.11,0.0,232.56,83.67,83.65
0.0,236.1,0.0,232.53,83.68,83.66
0.0,236.1,0.0,232.51,83.67,83.66
0.0,236.11,0.0,232.48,83.67,83.67
0.0,236.11,0.0,232.45,83.67,83.67
0.0,236.11,0.0,232.43,83.67,83.67
0.0,236.12,0.0,232.4,83.67,83.67
0.0,236.12,0.0,232.39,83.67,83.66
0.0,236.12,0.0,232.39,83.67,83.65
0.0,236.09,0.0,232.39,83.67,83.64
0.0,236.01,0.0,232.4,83.65,83.63
0.0,235.98,0.0,232.4,83.61,83.62
0.0,236.06,0.0,232.4,83.6,83.61
0.0,236.06,0.0,232.4,83.6,83.61
0.0,236.1,0.0,232.41,83.59,83.6
0.0,236.1,0.0,232.4,83.59,83.59
0.0,236.1,0.0,232.38,83.58,83.58
0.0,236.09,0.0,232.36,83.58,83.57
0.0,236.11,0.0,232.36,83.57,83.57
0.0,236.11,0.0,232.36,83.57,83.56
0.0,236.08,0.0,232.35,83.57,83.56
0.0,236.08,0.0,232.36,83.56,83.56
0.0,236.09,0.0,232.36,83.55,83.56
0.0,236.09,0.0,232.36,83.55,83.56
0.0,236.1,0.0,232.34,83.56,83.55
0.0,236.1,0.0,232.33,83.55,83.55
0.0,236.1,0.0,232.33,83.56,83.55
0.0,235.97,0.0,232.34,83.55,83.55
0.0,235.97,0.0,232.33,83.55,83.55
0.0,236.11,0.0,232.32,83.55,83.55
0.0,236.16,0.0,232.3,83.54,83.54
0.0,236.06,0.0,232.29,83.54,83.54
0.0,235.97,0.0,232.3,83.54,83.54
0.0,235.97,0.0,232.3,83.54,83.54
0.0,236.09,0.0,232.3,83.54,83.54
0.0,236.09,0.0,232.3,83.54,83.54
0.0,236.2,34.0,232.32,83.54,83.54
0.0,236.2,0.5,232.38,83.54,83.54
0.0,236.12,0.0,232.4,83.54,83.54
0.0,236.08,0.0,232.38,83.54,83.54
0.0,236.16,0.0,232.37,83.54,83.55
0.0,236.16,0.0,232.38,83.53,83.55
0.0,236.22,0.0,232.38,83.55,83.55
0.0,236.12,0.0,232.39,83.55,83.56
0.5,236.06,1.5,232.4,83.57,83.56
3.0,236.17,1.5,232.41,83.57,83.57
0.0,236.17,0.0,232.42,83.58,83.57
0.0,236.21,0.0,232.42,83.57,83.57
0.0,236.21,0.0,232.41,83.59,83.58
0.0,236.05,0.0,232.42,83.58,83.58
0.0,236.05,0.0,232.42,83.58,83.58
0.0,236.18,0.0,232.43,83.58,83.59
0.0,236.18,0.0,232.43,83.58,83.59
0.0,236.2,0.0,232.43,83.59,83.59
9.5,236.2,2.5,232.42,83.59,83.59
0.5,236.2,1.0,232.43,83.6,83.6
0.0,236.15,0.0,232.44,83.6,83.6
0.0,236.15,0.0,232.45,83.6,83.6
0.0,236.24,0.0,232.46,83.6,83.6
0.0,236.24,0.0,232.47,83.6,83.6
0.0,236.22,0.0,232.49,83.61,83.61
0.0,236.22,0.0,232.5,83.61,83.61
0.0,236.17,0.0,232.51,83.61,83.61
0.0,236.2,0.0,232.5,83.61,83.61
1.0,236.2,0.5,232.49,83.61,83.6
0.0,236.24,0.0,232.49,83.6,83.6
0.0,236.21,0.0,232.5,83.61,83.6
0.0,236.19,0.0,232.5,83.6,83.59
0.0,236.2,0.5,232.52,83.6,83.59
0.0,236.2,0.5,232.53,83.59,83.59
0.5,236.2,0.0,232.53,83.59,83.59
0.0,236.2,0.0,232.53,83.6,83.59
0.0,236.18,0.0,232.52,83.57,83.59
0.0,236.18,0.0,232.5,83.59,83.6
0.0,236.32,0.0,232.48,83.58,83.6
0.0,236.32,0.0,232.47,83.59,83.62
0.0,236.31,0.0,232.46,83.59,83.63
0.0,236.31,0.0,232.45,83.62,83.65
0.0,236.3,0.0,232.44,83.68,83.66
4.5,236.3,1.5,232.43,83.68,83.68
1.0,236.28,3.5,232.43,83.69,83.69
2.0,236.28,2.5,232.42,83.69,83.7
0.0,236.29,0.0,232.42,83.7,83.72
0.0,236.29,0.0,232.4,83.71,83.73
0.0,236.29,0.0,232.4,83.79,83.74
0.0,236.32,0.0,232.4,83.79,83.74
0.0,236.32,0.0,232.4,83.79,83.75
0.0,236.32,0.0,232.41,83.77,83.75
0.0,236.32,0.0,232.41,83.75,83.76
0.0,236.32,0.0,232.4,83.73,83.76
0.0,236.32,0.0,232.37,83.72,83.77
0.0,236.3,0.0,232.34,83.73,83.78
0.0,236.3,0.0,232.31,83.75,83.79
0.0,236.3,0.0,232.27,83.79,83.8
3.0,236.3,14.0,232.24,83.79,83.81
4.0,236.34,2.0,232.23,83.8,83.82
2.0,236.36,2.5,232.21,83.84,83.83
1.0,236.36,1.0,232.2,83.86,83.85
0.0,236.37,0.5,232.19,83.89,83.86
0.5,236.37,1.5,232.18,83.9,83.88
2.0,236.47,1.5,232.19,83.9,83.89
0.0,236.47,0.5,232.21,83.91,83.9
0.0,236.46,0.0,232.22,83.9,83.91
0.0,236.47,0.0,232.23,83.91,83.92
0.0,236.49,0.0,232.24,83.92,83.92
1.0,236.49,1.5,232.26,83.91,83.93
2.0,236.49,1.5,232.27,83.91,83.93
1.5,236.51,1.0,232.28,83.92,83.92
0.5,236.55,0.5,232.29,83.93,83.92
0.5,236.53,0.5,232.31,83.96,83.93
0.0,236.53,0.0,232.33,83.97,83.94
0.0,236.53,0.0,232.35,83.97,83.97
3.0,236.55,0.5,232.36,83.97,83.99
0.5,236.57,2.0,232.38,83.97,84.02
0.0,236.57,0.0,232.4,83.97,84.06
1.5,236.98,2.5,232.43,83.98,84.09
3.0,236.98,8.0,232.55,83.99,84.12
2.0,237.11,4.5,232.74,84.02,84.15
0.0,237.11,0.0,232.97,84.15,84.17
0.5,237.04,0.0,233.21,84.35,84.18
0.5,237.04,0.5,233.42,84.34,84.19
1.0,236.97,1.0,233.62,84.32,84.2
0.0,236.97,0.0,233.8,84.29,84.21
0.0,236.92,0.0,233.97,84.26,84.22
0.0,236.92,0.0,234.13,84.23,84.22
0.0,236.86,0.0,234.28,84.19,84.23
0.0,236.86,0.0,234.4,84.16,84.23
0.0,236.84,0.0,234.51,84.13,84.22
1.0,236.86,5.5,234.61,84.11,84.19
2.0,236.88,3.5,234.73,84.09,84.17
1.0,236.88,2.5,234.86,84.11,84.16
1.0,236.88,0.5,234.99,84.21,84.17
2.0,236.87,0.5,235.13,84.3,84.19
0.5,236.87,0.5,235.25,84.29,84.21
0.5,236.82,0.5,235.37,84.28,84.23
1.0,236.82,1.0,235.48,84.25,84.26
1.0,236.78,1.0,235.58,84.23,84.3
1.5,236.78,3.5,235.69,84.21,84.33
2.0,236.88,1.5,235.8,84.21,84.37
0.0,236.88,0.0,235.69,84.24,84.4
0.0,236.93,0.0,235.58,84.52,84.43
1.5,236.88,1.0,235.47,84.52,84.45
2.0,236.89,2.0,235.36,84.51,84.47
2.0,236.94,4.5,235.24,84.52,84.5
0.5,236.94,2.0,235.13,84.53,84.52
1.0,237.0,1.0,235.04,84.56,84.54
0.5,237.0,0.5,234.96,84.58,84.55
0.5,236.98,0.0,234.89,84.58,84.56
0.0,236.98,0.0,234.81,84.56,84.56
0.0,236.96,1.0,234.78,84.55,84.56
0.0,236.96,0.0,234.78,84.53,84.55
0.5,236.93,0.0,234.53,84.51,84.53
0.0,236.88,0.5,234.42,84.5,84.51
0.0,236.88,2.5,234.29,84.47,84.49
0.0,236.88,0.0,234.15,84.46,84.46
0.0,236.8,0.0,234.01,84.44,84.42
0.5,236.76,0.0,233.86,84.42,84.38
0.0,236.76,0.5,233.69,84.41,84.34
0.0,236.69,0.0,233.52,84.4,84.3
0.0,236.69,0.0,233.33,84.38,84.26
0.0,236.63,0.0,233.39,84.35,84.22
0.0,236.63,0.0,233.46,84.11,84.18
0.0,236.6,0.0,233.51,84.06,84.14
0.0,236.6,0.0,233.56,84.04,84.1
0.0,236.56,0.0,233.6,84.03,84.07
0.0,236.55,0.0,233.64,84.02,84.04
0.0,236.52,0.0,233.67,84.01,84.01
0.0,236.5,0.0,233.7,84.0,83.99
0.0,236.49,0.0,233.72,83.99,83.97
0.0,236.49,0.0,233.75,83.98,83.96
0.0,236.49,0.5,233.77,83.97,83.95
1.0,236.49,2.0,233.78,83.96,83.96
1.0,236.49,0.5,233.8,83.96,83.97
0.5,236.52,1.0,233.82,83.96,83.97
0.0,236.52,0.0,233.85,83.97,83.97
0.0,236.51,0.0,233.87,83.97,83.97
1.0,236.5,0.5,233.89,83.97,83.97
0.0,236.5,3.0,233.92,83.97,83.97
0.0,236.49,0.5,233.94,83.97,83.96
0.0,236.49,0.0,233.96,83.97,83.96
0.0,236.48,0.0,233.97,83.97,83.96
0.0,236.48,0.0,234.0,83.97,83.96
0.0,236.48,0.0,234.01,83.96,83.96
0.0,236.48,0.0,234.02,83.96,83.96
0.0,236.47,0.0,234.03,83.95,83.95
0.0,236.47,0.0,234.04,83.95,83.95
0.0,236.44,0.0,234.05,83.95,83.94
0.0,236.44,0.0,234.06,83.94,83.94
0.0,236.42,0.0,234.07,83.94,83.93
0.0,236.42,0.0,234.08,83.93,83.9
0.0,236.41,0.5,234.08,83.93,83.87
0.0,236.41,0.0,234.09,83.93,83.86
0.0,236.39,0.0,234.09,83.93,83.86
0.5,236.39,0.0,234.1,83.93,83.89
0.0,236.41,0.0,234.1,83.92,83.94
0.0,236.41,0.0,234.1,83.91,84.0
2.0,236.41,0.0,234.1,83.91,84.08
1.0,236.42,0.0,234.1,83.92,84.16
0.0,236.39,0.5,234.1,83.93,84.24
29.5,236.39,20.0,234.1,83.96,84.32
9.5,236.44,15.5,234.13,84.09,84.4
1.0,236.5,8.0,234.15,84.56,84.47
1.5,236.61,7.0,234.19,84.81,84.52
2.5,236.62,0.5,234.27,84.85,84.57
0.5,236.62,0.0,234.35,84.99,84.61
0.0,236.62,0.0,234.42,84.88,84.63
0.0,236.62,0.0,234.5,84.75,84.63
0.0,236.59,0.0,234.55,84.62,84.62
0.0,236.59,0.0,234.61,84.52,84.59
0.0,236.52,0.0,234.66,84.44,84.54
0.0,236.52,0.0,234.69,84.37,84.48
0.0,236.48,0.0,234.73,84.32,84.4
0.0,236.48,0.0,234.76,84.27,84.31
0.0,236.48,0.0,234.79,84.23,84.23
0.0,236.46,0.0,234.81,84.19,84.18
0.0,236.46,0.0,234.83,84.16,84.13
0.0,236.43,0.0,234.84,84.13,84.11
0.0,236.43,0.0,234.85,84.11,84.09
0.0,236.42,0.0,234.86,84.08,84.07
0.0,236.42,0.0,234.87,84.07,84.05
0.0,236.4,0.0,234.87,84.05,84.04
0.0,236.39,0.0,234.87,84.03,84.02
0.0,236.39,0.0,234.87,84.02,84.01
0.0,236.38,0.0,234.86,84.01,84.0
0.0,236.39,0.0,234.86,83.99,83.99
0.0,236.34,0.0,234.85,83.98,83.98
0.0,236.34,0.0,234.84,83.97,83.97
0.0,236.34,0.0,234.83,83.97,83.96
0.0,236.34,0.0,234.82,83.96,83.95
0.0,236.34,0.0,234.8,83.95,83.95
0.0,236.31,0.0,234.79,83.95,83.94
0.0,236.31,0.0,234.79,83.94,83.93
0.0,236.28,0.0,234.79,83.93,83.93
0.0,236.28,0.0,234.79,83.92,83.92
0.0,236.28,0.0,234.71,83.92,83.91
0.0,236.28,0.0,234.69,83.91,83.91
0.0,236.26,0.0,234.67,83.91,83.9
0.0,236.26,0.0,234.65,83.9,83.9
0.0,236.26,0.0,234.62,83.89,83.89
0.0,236.26,0.0,234.6,83.89,83.89
0.0,236.23,0.0,234.57,83.88,83.88
0.0,236.23,0.0,234.55,83.88,83.88
0.0,236.23,0.0,234.52,83.88,83.87
0.0,236.24,0.0,234.49,83.87,83.87
0.0,236.24,0.0,234.46,83.87,83.87
0.0,236.22,0.0,234.44,83.87,83.87
0.0,236.22,0.0,234.41,83.86,83.86
0.0,236.23,0.0,234.38,83.86,83.86
0.0,236.2,0.0,234.34,83.86,83.86
0.0,236.21,0.0,234.31,83.86,83.86
0.0,236.21,0.0,234.28,83.86,83.86
0.0,236.21,0.0,234.25,83.86,83.86
0.0,236.21,0.0,234.21,83.86,83.85
0.0,236.21,0.0,234.18,83.86,83.85
0.0,236.18,0.0,234.14,83.85,83.85
0.0,236.18,0.0,234.11,83.85,83.85
0.0,236.18,0.0,234.07,83.85,83.85
0.0,236.18,0.0,234.03,83.84,83.84
0.0,236.16,0.0,234.0,83.84,83.84
0.0,236.18,0.0,233.96,83.84,83.84
0.0,236.18,0.0,233.92,83.84,83.84
0.0,236.16,0.0,233.89,83.83,83.84
0.0,236.16,0.0,233.85,83.83,83.83
0.0,236.16,0.0,233.81,83.83,83.83
0.0,236.16,0.0,233.77,83.83,83.83
0.0,236.15,0.0,233.73,83.81,83.83
0.0,236.15,0.0,233.69,83.83,83.82
0.0,236.15,0.0,233.65,83.83,83.82
0.0,236.15,0.0,233.61,83.82,83.81
0.0,236.15,0.0,233.57,83.82,83.81
0.0,236.15,0.0,233.54,83.82,83.8
0.0,236.16,0.0,233.52,83.82,83.8
0.0,236.13,0.0,233.5,83.8,83.79
0.0,236.14,0.0,233.48,83.77,83.78
0.0,236.14,0.0,233.46,83.76,83.78
0.0,236.14,0.0,233.44,83.76,83.77
0.0,236.15,0.0,233.42,83.76,83.77
0.0,236.13,0.0,233.41,83.76,83.76
0.0,236.13,0.0,233.39,83.76,83.76
0.0,236.13,0.0,233.37,83.76,83.75
0.0,236.08,0.0,233.34,83.75,83.75
0.0,236.1,0.0,233.32,83.76,83.75
0.0,236.11,0.0,233.3,83.74,83.74
0.0,236.11,0.0,233.28,83.75,83.74
0.0,236.11,0.0,233.26,83.75,83.75
0.0,236.11,0.0,233.24,83.75,83.74
0.0,236.12,0.0,233.22,83.74,83.74
0.0,236.1,0.0,233.2,83.73,83.74
0.0,236.1,0.0,233.18,83.74,83.74
0.0,236.1,0.0,233.16,83.74,83.74
0.0,236.11,0.0,233.14,83.74,83.74
0.0,236.12,0.0,233.11,83.73,83.74
0.0,236.11,0.0,233.09,83.74,83.74
0.0,236.11,0.0,233.07,83.74,83.74
0.0,236.1,0.0,233.05,83.74,83.74
0.0,236.09,0.0,233.03,83.74,83.74
0.0,236.1,0.0,233.0,83.73,83.74
0.0,236.09,0.0,232.98,83.73,83.74
0.0,236.1,0.0,232.96,83.73,83.74
0.0,236.1,0.0,232.93,83.73,83.74
0.0,236.09,0.0,232.91,83.74,83.73
0.0,236.07,0.0,232.89,83.74,83.73
0.0,236.07,0.0,232.86,83.74,83.73
0.0,236.06,0.0,232.84,83.74,83.73
0.0,235.97,0.0,232.82,83.74,83.73
0.0,236.14,0.0,232.79,83.73,83.73
0.0,236.11,0.0,232.77,83.72,83.73
0.0,236.06,0.0,232.75,83.72,83.73
0.0,236.07,0.0,232.72,83.72,83.72
0.5,236.07,0.0,232.7,83.72,83.72
0.0,236.15,0.0,232.68,83.72,83.72
0.0,236.17,0.0,232.66,83.72,83.72
0.0,236.16,0.0,232.64,83.72,83.72
0.0,236.1,0.0,232.62,83.72,83.72
0.0,236.12,0.0,232.6,83.72,83.72
0.0,236.13,0.0,232.58,83.72,83.72
0.0,236.12,0.0,232.56,83.72,83.72
0.0,236.13,0.0,232.54,83.72,83.72
0.0,236.12,0.0,232.52,83.72,83.71
0.0,236.13,0.0,232.5,83.72,83.71
0.0,236.12,0.0,232.51,83.72,83.7
0.0,236.12,0.0,232.52,83.71,83.69
0.0,236.12,0.0,232.53,83.71,83.69
0.0,236.1,0.0,232.53,83.68,83.68
0.0,236.1,0.0,232.54,83.66,83.67
0.0,236.09,0.0,232.55,83.65,83.66
0.0,236.09,0.0,232.56,83.64,83.65
0.0,236.08,0.0,232.55,83.63,83.64
0.0,236.0,0.0,232.53,83.64,83.63
0.0,236.1,0.0,232.52,83.63,83.63
0.0,236.1,0.0,232.52,83.63,83.62
0.0,236.09,0.0,232.52,83.62,83.62
0.0,236.08,0.0,232.53,83.62,83.61
0.0,236.08,0.0,232.54,83.61,83.61
0.0,236.08,0.0,232.54,83.61,83.61
0.0,236.07,0.0,232.53,83.61,83.61
0.0,236.06,0.0,232.53,83.6,83.61
0.0,236.08,0.0,232.52,83.6,83.6
0.0,236.08,0.0,232.53,83.6,83.6
0.0,236.09,0.0,232.53,83.6,83.6
0.0,236.09,0.0,232.54,83.6,83.59
