times,temperature,humidity,winddirection,windpower,rains,waterlevels63000120,rains63000100,waterlevels63000100,waterlevels
2021-02-26 00:00:00,9.0,99.0,1,2.0,0.5,236.07,0.5,199.66,83.39
2021-02-26 01:00:00,9.0,98.0,1,1.0,0.0,236.06,0.0,199.66,83.41
2021-02-26 02:00:00,9.0,98.0,1,2.0,0.0,236.06,0.0,199.65,83.42
2021-02-26 03:00:00,10.0,93.0,1,1.0,0.5,236.06,0.0,199.65,83.43
2021-02-26 04:00:00,9.0,100.0,1,2.0,0.5,236.06,0.0,199.65,83.44
2021-02-26 05:00:00,9.0,100.0,1,3.0,0.0,236.06,0.0,199.64,83.45
2021-02-26 06:00:00,8.0,100.0,1,2.0,0.0,236.05,0.0,199.64,83.46
2021-02-26 07:00:00,8.0,100.0,8,2.0,0.0,236.05,0.0,199.63,83.47
2021-02-26 08:00:00,8.0,100.0,1,2.0,0.0,236.05,0.0,199.62,83.48
2021-02-26 09:00:00,8.0,100.0,1,2.0,0.5,236.06,1.0,199.61,83.49
2021-02-26 10:00:00,9.0,100.0,1,3.0,1.0,236.06,0.5,199.6,83.49
2021-02-26 11:00:00,9.0,100.0,1,2.0,0.5,236.21,1.0,199.59,83.49
2021-02-26 12:00:00,9.0,100.0,1,2.0,1.5,236.13,0.5,199.58,83.49
2021-02-26 13:00:00,9.0,100.0,8,3.0,1.0,236.09,0.5,199.59,83.49
2021-02-26 14:00:00,9.0,100.0,1,2.0,0.5,236.07,0.0,199.59,83.49
2021-02-26 15:00:00,8.0,100.0,1,2.0,0.0,236.06,0.5,199.58,83.49
2021-02-26 16:00:00,8.0,100.0,1,2.0,0.0,236.06,0.5,199.58,83.48
2021-02-26 17:00:00,8.0,100.0,1,2.0,0.5,236.06,0.0,199.57,83.48
2021-02-26 18:00:00,8.0,100.0,1,2.0,0.0,236.06,0.5,199.57,83.48
2021-02-26 19:00:00,8.0,100.0,1,2.0,0.5,236.06,0.0,199.57,83.48
2021-02-26 20:00:00,8.0,100.0,1,2.0,0.0,236.06,0.5,199.56,83.48
2021-02-26 21:00:00,8.0,100.0,8,1.0,1.0,236.19,0.5,199.56,83.49
2021-02-26 22:00:00,8.0,100.0,1,2.0,0.0,236.21,0.0,199.55,83.49
2021-02-26 23:00:00,9.0,100.0,1,2.0,0.0,236.13,0.0,199.56,83.49
2021-02-27 00:00:00,8.0,100.0,1,2.0,0.0,236.09,0.0,199.56,83.49
2021-02-27 01:00:00,8.0,100.0,8,2.0,0.5,236.07,0.0,199.56,83.49
2021-02-27 02:00:00,8.0,100.0,1,2.0,0.0,236.07,0.0,199.56,83.49
2021-02-27 03:00:00,8.0,100.0,1,2.0,0.0,236.07,0.0,199.56,83.49
2021-02-27 04:00:00,8.0,100.0,8,2.0,0.0,236.24,0.0,199.55,83.49
2021-02-27 05:00:00,8.0,100.0,8,2.0,0.5,236.18,0.5,199.55,83.49
2021-02-27 06:00:00,8.0,100.0,8,2.0,0.0,236.11,0.0,199.56,83.49
2021-02-27 07:00:00,8.0,100.0,1,2.0,0.0,236.08,0.0,199.57,83.49
2021-02-27 08:00:00,8.0,100.0,8,2.0,0.0,236.08,0.0,199.56,83.49
2021-02-27 09:00:00,8.0,98.0,1,2.0,0.0,236.08,0.5,199.56,83.49
2021-02-27 10:00:00,9.0,100.0,8,1.0,0.5,236.1,0.0,199.55,83.49
2021-02-27 11:00:00,9.0,100.0,8,2.0,0.0,236.22,0.0,199.54,83.49
2021-02-27 12:00:00,9.0,99.0,1,2.0,0.0,236.22,0.0,199.55,83.49
2021-02-27 13:00:00,9.0,97.0,8,2.0,0.0,236.19,0.0,199.56,83.49
2021-02-27 14:00:00,10.0,93.0,1,2.0,0.0,236.12,0.0,199.57,83.48
2021-02-27 15:00:00,10.0,91.0,1,2.0,0.0,236.09,0.0,199.58,83.48
2021-02-27 16:00:00,10.0,90.0,2,1.0,0.0,236.09,0.0,199.58,83.48
2021-02-27 17:00:00,10.0,91.0,2,1.0,0.0,236.23,0.0,199.58,83.47
2021-02-27 18:00:00,10.0,92.0,2,1.0,0.0,236.21,0.0,199.58,83.47
2021-02-27 19:00:00,10.0,93.0,3,1.0,0.0,236.12,0.0,199.6,83.47
2021-02-27 20:00:00,10.0,94.0,4,1.0,0.0,236.09,0.0,199.6,83.47
2021-02-27 21:00:00,10.0,97.0,4,2.0,0.0,236.22,0.0,199.61,83.47
2021-02-27 22:00:00,10.0,99.0,4,1.0,0.0,236.25,0.0,199.61,83.47
2021-02-27 23:00:00,8.0,100.0,1,2.0,0.0,236.16,0.0,199.63,83.46
2021-02-28 00:00:00,9.0,100.0,4,2.0,0.0,236.1,0.0,199.64,83.46
2021-02-28 01:00:00,9.0,100.0,6,1.0,0.0,236.09,0.0,199.64,83.45
2021-02-28 02:00:00,9.0,100.0,3,1.0,0.0,236.09,0.5,199.64,83.45
2021-02-28 03:00:00,9.0,100.0,3,1.0,0.0,236.19,0.0,199.64,83.45
2021-02-28 04:00:00,9.0,100.0,3,1.0,0.0,236.19,0.0,199.65,83.45
2021-02-28 05:00:00,9.0,100.0,3,1.0,0.0,236.19,0.0,199.65,83.45
2021-02-28 06:00:00,10.0,100.0,2,1.0,0.0,236.18,0.0,199.66,83.45
2021-02-28 07:00:00,10.0,100.0,4,1.0,0.0,236.17,0.0,199.67,83.45
2021-02-28 08:00:00,10.0,100.0,4,2.0,0.0,236.18,0.0,199.68,83.44
2021-02-28 09:00:00,10.0,100.0,1,1.0,0.0,236.11,0.0,199.68,83.44
2021-02-28 10:00:00,11.0,100.0,5,1.0,0.0,236.24,0.0,199.68,83.44
2021-02-28 11:00:00,12.0,100.0,5,1.0,0.0,236.23,0.0,199.69,83.44
2021-02-28 12:00:00,13.0,88.0,3,2.0,0.0,236.2,0.0,199.7,83.44
2021-02-28 13:00:00,14.0,84.0,3,1.0,0.0,236.12,0.0,199.72,83.44
2021-02-28 14:00:00,14.0,78.0,4,2.0,0.0,236.09,0.0,199.72,83.44
2021-02-28 15:00:00,15.0,73.0,5,2.0,0.0,236.08,0.0,199.71,83.44
2021-02-28 16:00:00,15.0,75.0,5,2.0,0.0,236.22,0.0,199.71,83.44
2021-02-28 17:00:00,15.0,73.0,5,1.0,0.0,236.23,0.0,199.7,83.44
2021-02-28 18:00:00,14.0,80.0,4,1.0,0.0,236.18,0.0,199.72,83.44
2021-02-28 19:00:00,13.0,85.0,4,1.0,0.0,236.11,0.0,199.73,83.44
2021-02-28 20:00:00,13.0,90.0,4,2.0,0.0,236.09,0.0,199.73,83.44
2021-02-28 21:00:00,12.0,93.0,4,2.0,0.0,236.2,0.0,199.73,83.44
2021-02-28 22:00:00,12.0,94.0,4,1.0,0.0,236.2,0.0,199.73,83.44
2021-02-28 23:00:00,9.0,100.0,4,2.0,0.5,236.18,1.0,199.74,83.44
2021-03-01 00:00:00,12.0,98.0,5,1.0,0.0,236.11,0.5,199.76,83.44
2021-03-01 01:00:00,12.0,99.0,4,2.0,2.0,236.09,1.5,199.77,83.44
2021-03-01 02:00:00,12.0,100.0,4,2.0,0.5,236.08,0.0,199.77,83.44
2021-03-01 03:00:00,12.0,100.0,4,2.0,0.0,236.19,0.0,199.77,83.45
2021-03-01 04:00:00,12.0,100.0,4,2.0,0.0,236.19,0.0,199.77,83.45
2021-03-01 05:00:00,12.0,100.0,5,1.0,0.0,236.19,0.0,199.77,83.45
2021-03-01 06:00:00,12.0,100.0,5,2.0,0.0,236.19,0.5,199.78,83.45
2021-03-01 07:00:00,12.0,99.0,2,1.0,0.0,236.16,0.0,199.78,83.45
2021-03-01 08:00:00,12.0,100.0,8,2.0,1.0,236.11,1.0,199.78,83.45
2021-03-01 09:00:00,13.0,100.0,1,1.0,0.0,236.09,1.0,199.78,83.46
2021-03-01 10:00:00,13.0,100.0,8,1.0,0.0,236.24,0.0,199.78,83.47
2021-03-01 11:00:00,13.0,100.0,6,1.0,0.0,236.23,0.0,199.78,83.47
2021-03-01 12:00:00,13.0,100.0,7,1.0,1.0,236.16,0.0,199.81,83.47
2021-03-01 13:00:00,12.0,99.0,5,3.0,2.0,236.11,1.5,199.81,83.48
2021-03-01 14:00:00,12.0,100.0,5,2.0,1.5,236.09,0.5,199.81,83.49
2021-03-01 15:00:00,12.0,100.0,5,2.0,2.0,236.22,0.5,199.81,83.49
2021-03-01 16:00:00,12.0,100.0,5,1.0,0.0,236.23,0.0,199.82,83.5
2021-03-01 17:00:00,11.0,100.0,4,1.0,1.0,236.23,1.0,199.82,83.5
2021-03-01 18:00:00,11.0,98.0,8,2.0,1.5,236.19,0.5,199.85,83.5
2021-03-01 19:00:00,10.0,98.0,1,2.0,0.5,236.12,0.5,199.86,83.51
2021-03-01 20:00:00,9.0,92.0,7,3.0,1.0,236.22,1.0,199.89,83.52
2021-03-01 21:00:00,8.0,98.0,1,2.0,1.0,236.23,0.5,199.89,83.52
2021-03-01 22:00:00,8.0,97.0,1,3.0,0.0,236.26,0.0,199.9,83.53
2021-03-01 23:00:00,12.0,96.0,4,1.0,0.0,236.24,0.5,199.93,83.54
2021-03-02 00:00:00,7.0,95.0,1,2.0,0.5,236.23,0.0,199.94,83.55
2021-03-02 01:00:00,8.0,90.0,2,2.0,0.0,236.23,0.0,199.97,83.55
2021-03-02 02:00:00,7.0,94.0,1,1.0,0.0,236.23,0.0,199.98,83.55
2021-03-02 03:00:00,7.0,96.0,1,2.0,0.0,236.25,0.0,199.98,83.55
2021-03-02 04:00:00,6.0,95.0,8,2.0,0.0,236.29,0.0,199.98,83.55
2021-03-02 05:00:00,5.0,93.0,1,3.0,0.0,236.31,0.0,199.98,83.55
2021-03-02 06:00:00,5.0,93.0,1,3.0,0.0,236.32,0.0,199.98,83.55
2021-03-02 07:00:00,5.0,91.0,1,1.0,0.0,236.32,0.0,199.98,83.55
2021-03-02 08:00:00,6.0,87.0,1,2.0,0.0,236.29,0.0,200.22,83.55
2021-03-02 09:00:00,7.0,74.0,1,4.0,0.0,236.35,0.0,200.25,83.54
2021-03-02 10:00:00,7.0,70.0,1,3.0,0.0,236.31,0.0,200.29,83.54
2021-03-02 11:00:00,10.0,66.0,1,2.0,0.0,236.28,0.0,200.33,83.54
2021-03-02 12:00:00,10.0,53.0,1,3.0,0.0,236.29,0.0,200.37,83.54
2021-03-02 13:00:00,11.0,48.0,1,2.0,0.0,236.34,0.0,200.38,83.54
2021-03-02 14:00:00,11.0,42.0,1,3.0,0.0,236.28,0.0,200.42,83.53
2021-03-02 15:00:00,12.0,38.0,1,3.0,0.0,236.3,0.0,200.45,83.52
2021-03-02 16:00:00,11.0,29.0,1,4.0,0.0,236.31,0.0,200.49,83.52
2021-03-02 17:00:00,11.0,32.0,1,3.0,0.0,236.31,0.0,200.53,83.52
2021-03-02 18:00:00,9.0,38.0,1,4.0,0.0,236.31,0.0,200.57,83.52
2021-03-02 19:00:00,8.0,50.0,1,3.0,0.0,236.25,0.0,200.58,83.52
2021-03-02 20:00:00,7.0,58.0,1,2.0,0.0,236.28,0.0,200.62,83.52
2021-03-02 21:00:00,7.0,60.0,1,2.0,0.0,236.28,0.0,200.65,83.52
2021-03-02 22:00:00,7.0,62.0,1,1.0,0.0,236.33,0.0,200.69,83.51
2021-03-02 23:00:00,7.0,95.0,1,2.0,0.0,236.28,0.0,200.73,83.51
2021-03-03 00:00:00,6.0,77.0,4,2.0,0.0,236.28,0.0,200.74,83.51
2021-03-03 01:00:00,6.0,79.0,2,1.0,0.0,236.28,0.0,200.78,83.51
2021-03-03 02:00:00,6.0,80.0,4,1.0,0.0,236.25,0.0,200.81,83.51
2021-03-03 03:00:00,5.0,81.0,5,1.0,0.0,236.24,0.0,200.82,83.5
2021-03-03 04:00:00,5.0,87.0,4,2.0,0.0,236.25,0.0,200.85,83.5
2021-03-03 05:00:00,5.0,86.0,2,1.0,0.0,236.27,0.0,200.86,83.5
2021-03-03 06:00:00,5.0,87.0,1,1.0,0.0,236.27,0.0,200.9,83.5
2021-03-03 07:00:00,6.0,85.0,1,1.0,0.0,236.28,0.0,200.93,83.49
2021-03-03 08:00:00,6.0,82.0,1,2.0,0.0,236.22,0.0,200.94,83.49
2021-03-03 09:00:00,8.0,68.0,2,2.0,0.0,236.25,0.0,200.97,83.49
2021-03-03 10:00:00,8.0,65.0,3,1.0,0.0,236.28,0.0,200.97,83.49
2021-03-03 11:00:00,8.0,60.0,2,1.0,0.0,236.27,0.0,200.98,83.49
2021-03-03 12:00:00,8.0,55.0,1,1.0,0.0,236.24,0.0,201.01,83.49
2021-03-03 13:00:00,9.0,52.0,8,1.0,0.0,236.24,0.0,201.02,83.49
2021-03-03 14:00:00,9.0,53.0,1,1.0,0.0,236.23,0.0,201.05,83.49
2021-03-03 15:00:00,9.0,54.0,1,1.0,0.0,236.24,0.0,201.05,83.49
2021-03-03 16:00:00,9.0,55.0,1,1.0,0.0,236.24,0.0,201.06,83.49
2021-03-03 17:00:00,9.0,60.0,2,1.0,0.0,236.24,0.0,201.09,83.48
2021-03-03 18:00:00,8.0,62.0,1,1.0,0.0,236.23,0.0,201.09,83.48
2021-03-03 19:00:00,8.0,73.0,4,2.0,0.0,236.23,0.0,201.1,83.48
2021-03-03 20:00:00,7.0,85.0,4,2.0,0.0,236.23,0.5,201.13,83.48
2021-03-03 21:00:00,6.0,92.0,4,2.0,0.0,236.23,0.0,201.14,83.49
2021-03-03 22:00:00,6.0,96.0,4,2.0,0.5,236.26,0.0,201.17,83.5
2021-03-03 23:00:00,6.0,72.0,4,1.0,0.5,236.21,0.5,201.17,83.5
2021-03-04 00:00:00,6.0,95.0,4,2.0,0.0,236.21,0.5,201.18,83.5
2021-03-04 01:00:00,6.0,96.0,4,2.0,0.5,236.21,0.5,201.21,83.5
2021-03-04 02:00:00,6.0,98.0,4,2.0,0.5,236.21,0.5,201.21,83.5
2021-03-04 03:00:00,6.0,99.0,4,2.0,0.0,236.21,0.0,201.22,83.5
2021-03-04 04:00:00,6.0,98.0,5,2.0,0.0,236.21,0.0,201.22,83.5
2021-03-04 05:00:00,6.0,96.0,4,2.0,0.0,236.21,0.0,201.25,83.5
2021-03-04 06:00:00,6.0,96.0,3,2.0,0.0,236.19,0.0,201.25,83.5
2021-03-04 07:00:00,6.0,96.0,4,1.0,0.0,236.2,0.0,201.26,83.5
2021-03-04 08:00:00,7.0,95.0,8,1.0,0.0,236.2,0.0,201.26,83.5
2021-03-04 09:00:00,9.0,89.0,3,1.0,0.0,236.21,0.0,201.26,83.5
2021-03-04 10:00:00,13.0,75.0,4,1.0,0.0,236.22,0.5,201.26,83.5
2021-03-04 11:00:00,13.0,70.0,7,2.0,0.0,236.23,0.0,201.29,83.5
2021-03-04 12:00:00,14.0,63.0,5,1.0,0.0,236.21,0.0,201.29,83.5
2021-03-04 13:00:00,15.0,61.0,1,1.0,0.0,236.2,0.0,201.3,83.5
2021-03-04 14:00:00,17.0,55.0,8,2.0,0.0,236.2,0.0,201.3,83.5
2021-03-04 15:00:00,17.0,55.0,8,2.0,0.0,236.19,0.0,201.3,83.5
2021-03-04 16:00:00,17.0,54.0,1,2.0,0.0,236.2,0.0,201.3,83.5
2021-03-04 17:00:00,17.0,55.0,1,2.0,0.0,236.21,0.0,201.3,83.49
2021-03-04 18:00:00,15.0,60.0,1,2.0,0.0,236.21,0.0,201.3,83.49
2021-03-04 19:00:00,14.0,68.0,8,2.0,0.0,236.21,0.0,201.33,83.49
2021-03-04 20:00:00,13.0,74.0,8,1.0,0.0,236.21,0.0,201.33,83.49
2021-03-04 21:00:00,11.0,85.0,7,1.0,0.0,236.22,0.0,201.33,83.49
2021-03-04 22:00:00,9.0,93.0,4,1.0,0.0,236.22,0.0,201.34,83.49
2021-03-04 23:00:00,6.0,96.0,4,2.0,0.0,236.19,0.0,201.34,83.49
2021-03-05 00:00:00,8.0,98.0,3,2.0,0.0,236.19,0.0,201.37,83.49
2021-03-05 01:00:00,8.0,99.0,5,1.0,0.0,236.19,0.0,201.37,83.49
2021-03-05 02:00:00,7.0,100.0,4,1.0,0.0,236.17,0.0,201.38,83.48
2021-03-05 03:00:00,7.0,100.0,4,1.0,0.0,236.17,0.0,201.38,83.48
2021-03-05 04:00:00,6.0,100.0,5,2.0,0.0,236.17,0.0,201.38,83.48
2021-03-05 05:00:00,7.0,100.0,4,2.0,0.0,236.17,0.0,201.38,83.48
2021-03-05 06:00:00,6.0,100.0,5,1.0,0.0,236.18,0.0,201.41,83.48
2021-03-05 07:00:00,7.0,100.0,6,1.0,0.0,236.17,0.0,201.41,83.48
2021-03-05 08:00:00,7.0,100.0,3,1.0,0.0,236.15,0.0,201.41,83.48
2021-03-05 09:00:00,9.0,100.0,8,1.0,0.0,236.09,0.0,201.41,83.47
2021-03-05 10:00:00,10.0,92.0,2,1.0,0.0,236.19,0.0,201.41,83.47
2021-03-05 11:00:00,11.0,85.0,8,1.0,0.0,236.2,0.0,201.41,83.47
2021-03-05 12:00:00,12.0,85.0,8,1.0,0.5,236.2,0.0,201.41,83.47
2021-03-05 13:00:00,12.0,88.0,8,2.0,0.0,236.18,0.0,201.41,83.47
2021-03-05 14:00:00,11.0,90.0,1,2.0,0.5,236.19,1.0,201.42,83.47
2021-03-05 15:00:00,11.0,92.0,1,2.0,0.5,236.18,1.0,201.42,83.47
2021-03-05 16:00:00,11.0,94.0,1,1.0,0.5,236.18,0.5,201.42,83.45
2021-03-05 17:00:00,11.0,97.0,1,2.0,0.5,236.16,0.0,201.42,83.45
2021-03-05 18:00:00,10.0,97.0,6,2.0,0.0,236.1,0.0,201.45,83.45
2021-03-05 19:00:00,10.0,97.0,7,1.0,0.0,236.15,0.0,201.45,83.45
2021-03-05 20:00:00,10.0,97.0,3,2.0,0.0,236.21,0.0,201.45,83.45
2021-03-05 21:00:00,10.0,100.0,5,2.0,1.5,236.21,0.5,201.45,83.45
2021-03-05 22:00:00,10.0,100.0,1,1.0,1.5,236.24,2.0,201.46,83.45
2021-03-05 23:00:00,9.0,96.0,4,2.0,0.5,236.19,0.0,201.46,83.47
2021-03-06 00:00:00,10.0,100.0,8,2.0,0.0,236.19,0.0,201.49,83.47
2021-03-06 01:00:00,10.0,100.0,8,2.0,0.0,236.18,0.0,201.49,83.47
2021-03-06 02:00:00,10.0,100.0,1,2.0,0.0,236.18,0.0,201.49,83.47
2021-03-06 03:00:00,10.0,100.0,8,3.0,0.5,236.19,0.5,201.5,83.48
2021-03-06 04:00:00,9.0,100.0,1,2.0,0.5,236.19,0.0,201.5,83.48
2021-03-06 05:00:00,9.0,100.0,8,3.0,2.5,236.19,2.0,201.5,83.49
2021-03-06 06:00:00,9.0,100.0,8,3.0,0.0,236.19,0.5,201.53,83.51
2021-03-06 07:00:00,9.0,100.0,8,3.0,1.5,236.19,1.0,201.53,83.51
2021-03-06 08:00:00,9.0,100.0,1,3.0,0.5,236.12,0.5,201.53,83.52
2021-03-06 09:00:00,9.0,100.0,1,4.0,0.0,236.09,0.0,201.53,83.52
2021-03-06 10:00:00,9.0,100.0,1,3.0,0.5,236.25,0.0,201.53,83.53
2021-03-06 11:00:00,9.0,100.0,1,4.0,0.5,236.23,0.5,201.53,83.54
2021-03-06 12:00:00,9.0,97.0,1,2.0,0.0,236.21,0.0,201.54,83.54
2021-03-06 13:00:00,9.0,90.0,8,3.0,0.0,236.22,0.0,201.54,83.54
2021-03-06 14:00:00,10.0,87.0,1,2.0,0.0,236.25,0.0,201.57,83.54
2021-03-06 15:00:00,10.0,83.0,1,3.0,0.0,236.27,0.0,201.58,83.55
2021-03-06 16:00:00,10.0,88.0,8,2.0,0.0,236.25,0.0,201.62,83.55
2021-03-06 17:00:00,9.0,94.0,1,2.0,0.5,236.25,0.0,201.65,83.55
2021-03-06 18:00:00,9.0,98.0,1,2.0,1.0,236.26,1.0,201.66,83.55
2021-03-06 19:00:00,8.0,98.0,1,3.0,0.5,236.29,0.5,201.69,83.54
2021-03-06 20:00:00,8.0,97.0,1,3.0,0.5,236.3,0.5,201.73,83.54
2021-03-06 21:00:00,8.0,97.0,1,3.0,0.5,236.28,0.5,201.74,83.55
2021-03-06 22:00:00,7.0,96.0,1,3.0,0.0,236.28,0.5,201.78,83.55
2021-03-06 23:00:00,10.0,100.0,8,2.0,1.0,236.27,0.5,201.81,83.55
2021-03-07 00:00:00,7.0,98.0,1,3.0,0.0,236.27,0.0,201.85,83.55
2021-03-07 01:00:00,6.0,97.0,1,2.0,0.5,236.25,0.5,201.86,83.55
2021-03-07 02:00:00,6.0,97.0,1,2.0,0.0,236.25,0.0,201.89,83.55
2021-03-07 03:00:00,6.0,95.0,1,2.0,0.0,236.25,0.0,201.9,83.55
2021-03-07 04:00:00,6.0,96.0,1,2.0,0.0,236.25,0.0,201.94,83.56
2021-03-07 05:00:00,6.0,98.0,1,2.0,1.5,236.28,1.0,201.97,83.56
2021-03-07 06:00:00,6.0,99.0,1,2.0,0.0,236.29,0.5,201.98,83.56
2021-03-07 07:00:00,6.0,100.0,1,2.0,0.0,236.29,0.0,202.02,83.57
2021-03-07 08:00:00,6.0,100.0,1,3.0,0.5,236.29,1.5,202.05,83.57
2021-03-07 09:00:00,6.0,100.0,1,2.0,0.0,236.3,0.5,202.06,83.57
2021-03-07 10:00:00,6.0,100.0,1,2.0,0.5,236.3,0.5,202.1,83.57
2021-03-07 11:00:00,6.0,100.0,1,1.0,0.5,236.28,0.5,202.13,83.59
2021-03-07 12:00:00,6.0,100.0,1,1.0,0.0,236.29,0.0,202.17,83.59
2021-03-07 13:00:00,7.0,100.0,1,1.0,0.5,236.29,0.5,202.18,83.6
2021-03-07 14:00:00,7.0,100.0,2,1.0,0.0,236.29,0.5,202.22,83.6
2021-03-07 15:00:00,7.0,100.0,1,1.0,0.5,236.32,0.0,202.26,83.6
2021-03-07 16:00:00,7.0,100.0,1,2.0,0.0,236.32,0.5,202.3,83.61
2021-03-07 17:00:00,6.0,100.0,1,2.0,0.5,236.31,0.0,202.34,83.61
2021-03-07 18:00:00,6.0,100.0,1,2.0,0.0,236.29,0.0,202.38,83.6
2021-03-07 19:00:00,6.0,100.0,1,2.0,0.5,236.29,0.5,202.41,83.61
2021-03-07 20:00:00,6.0,100.0,1,2.0,0.0,236.32,0.0,202.45,83.61
2021-03-07 21:00:00,6.0,100.0,3,1.0,0.0,236.32,0.0,202.49,83.61
2021-03-07 22:00:00,6.0,100.0,4,1.0,0.0,236.34,0.5,202.53,83.6
2021-03-07 23:00:00,7.0,99.0,1,3.0,0.0,236.3,0.0,202.58,83.6
2021-03-08 00:00:00,7.0,99.0,3,1.0,0.0,236.31,0.0,202.62,83.6
2021-03-08 01:00:00,7.0,99.0,4,1.0,0.0,236.3,0.0,202.66,83.6
2021-03-08 02:00:00,7.0,99.0,2,1.0,0.0,236.31,0.0,202.7,83.6
2021-03-08 03:00:00,7.0,99.0,3,1.0,0.0,236.31,0.0,202.74,83.6
2021-03-08 04:00:00,7.0,100.0,3,1.0,0.0,236.32,0.0,202.78,83.6
2021-03-08 05:00:00,7.0,100.0,1,1.0,0.0,236.3,0.0,202.82,83.6
2021-03-08 06:00:00,7.0,100.0,1,1.0,0.0,236.3,0.0,202.86,83.6
2021-03-08 07:00:00,7.0,100.0,1,1.0,0.0,236.27,0.0,202.9,83.59
2021-03-08 08:00:00,7.0,100.0,1,2.0,0.0,236.31,0.0,202.93,83.57
2021-03-08 09:00:00,7.0,100.0,1,1.0,0.0,236.31,0.0,202.94,83.57
2021-03-08 10:00:00,8.0,100.0,8,1.0,0.0,236.32,0.0,202.98,83.57
2021-03-08 11:00:00,8.0,100.0,7,1.0,0.0,236.3,0.0,203.01,83.57
2021-03-08 12:00:00,9.0,98.0,7,1.0,0.0,236.3,0.0,203.02,83.56
2021-03-08 13:00:00,9.0,95.0,8,2.0,0.0,236.3,0.0,203.06,83.56
2021-03-08 14:00:00,9.0,95.0,8,2.0,0.0,236.3,0.0,203.09,83.56
2021-03-08 15:00:00,9.0,98.0,7,1.0,1.5,236.31,1.0,203.1,83.56
2021-03-08 16:00:00,9.0,99.0,8,1.0,3.0,236.3,3.0,203.14,83.56
2021-03-08 17:00:00,9.0,100.0,8,2.0,1.5,236.32,2.0,203.18,83.57
2021-03-08 18:00:00,9.0,100.0,8,2.0,0.5,236.3,0.5,203.22,83.58
2021-03-08 19:00:00,9.0,100.0,1,2.0,0.0,236.31,0.0,203.25,83.59
2021-03-08 20:00:00,9.0,100.0,8,2.0,0.0,236.32,0.0,203.29,83.6
2021-03-08 21:00:00,9.0,100.0,8,2.0,0.5,236.35,0.5,203.33,83.62
2021-03-08 22:00:00,8.0,100.0,8,2.0,0.0,236.37,0.0,203.38,83.63
2021-03-08 23:00:00,6.0,100.0,3,1.0,0.0,236.32,0.0,203.42,83.63
2021-03-09 00:00:00,8.0,100.0,8,2.0,0.0,236.34,0.0,203.49,83.63
2021-03-09 01:00:00,8.0,100.0,7,2.0,0.0,236.37,0.0,203.53,83.63
2021-03-09 02:00:00,8.0,100.0,7,2.0,0.0,236.37,0.0,203.58,83.63
2021-03-09 03:00:00,8.0,100.0,8,2.0,0.0,236.37,0.5,203.65,83.63
2021-03-09 04:00:00,8.0,100.0,1,2.0,0.0,236.37,0.0,203.69,83.63
2021-03-09 05:00:00,8.0,100.0,1,2.0,0.5,236.37,0.0,203.74,83.62
2021-03-09 06:00:00,7.0,100.0,1,2.0,0.0,236.37,0.0,203.81,83.62
2021-03-09 07:00:00,7.0,100.0,8,2.0,0.0,236.36,0.0,203.86,83.61
2021-03-09 08:00:00,8.0,100.0,1,1.0,0.0,236.34,0.0,203.9,83.61
2021-03-09 09:00:00,8.0,100.0,1,1.0,0.0,236.38,0.0,203.94,83.61
2021-03-09 10:00:00,9.0,100.0,1,1.0,0.0,236.37,0.0,204.01,83.61
2021-03-09 11:00:00,9.0,94.0,1,1.0,0.0,236.37,0.0,204.05,83.61
2021-03-09 12:00:00,11.0,88.0,8,1.0,0.0,236.36,0.0,204.1,83.6
2021-03-09 13:00:00,11.0,84.0,1,2.0,0.0,236.36,0.0,204.14,83.6
2021-03-09 14:00:00,13.0,78.0,8,2.0,0.0,236.34,0.0,204.18,83.6
2021-03-09 15:00:00,12.0,80.0,1,2.0,0.0,236.35,0.0,204.22,83.6
2021-03-09 16:00:00,12.0,83.0,1,2.0,0.0,236.34,0.0,204.26,83.6
2021-03-09 17:00:00,11.0,88.0,1,3.0,0.0,236.36,0.0,204.3,83.6
2021-03-09 18:00:00,10.0,91.0,1,2.0,0.0,236.35,0.0,204.37,83.6
2021-03-09 19:00:00,10.0,93.0,1,2.0,0.0,236.34,0.0,204.41,83.59
2021-03-09 20:00:00,10.0,94.0,1,3.0,0.0,236.35,0.0,204.45,83.58
2021-03-09 21:00:00,10.0,93.0,1,3.0,0.0,236.36,0.0,204.49,83.58
2021-03-09 22:00:00,10.0,93.0,1,3.0,0.0,236.35,0.0,204.53,83.58
2021-03-09 23:00:00,8.0,100.0,8,2.0,0.0,236.27,0.0,204.57,83.58
2021-03-10 00:00:00,9.0,93.0,1,2.0,0.0,236.31,0.0,204.61,83.58
2021-03-10 01:00:00,9.0,94.0,1,2.0,0.0,236.33,0.0,204.65,83.57
2021-03-10 02:00:00,9.0,93.0,1,2.0,0.0,236.33,0.0,204.69,83.57
2021-03-10 03:00:00,9.0,94.0,8,1.0,0.0,236.33,0.0,204.7,83.57
2021-03-10 04:00:00,9.0,94.0,8,1.0,0.0,236.31,0.0,204.74,83.57
2021-03-10 05:00:00,9.0,95.0,1,2.0,0.0,236.32,0.0,204.78,83.57
2021-03-10 06:00:00,9.0,96.0,1,2.0,0.0,236.31,0.0,204.81,83.56
2021-03-10 07:00:00,9.0,96.0,1,2.0,0.0,236.29,0.0,204.85,83.56
