temperature,humidity,windpower,rains,waterlevels63000120,rains63000100,waterlevels63000100,waterlevels
26.0,50.0,3.0,0.0,236.06,0.0,214.49,83.42
24.0,59.0,3.0,0.0,236.05,0.0,214.46,83.44
22.0,77.0,2.0,0.0,236.05,0.0,214.45,83.45
22.0,78.0,3.0,0.0,236.05,0.5,214.44,83.46
21.0,79.0,2.0,0.5,236.05,0.0,214.44,83.46
20.0,77.0,3.0,0.0,236.05,0.0,214.44,83.46
19.0,83.0,3.0,0.0,236.08,0.0,214.37,83.47
19.0,82.0,2.0,0.0,236.06,0.0,214.37,83.47
18.0,87.0,2.0,0.0,236.05,0.0,214.37,83.46
19.0,88.0,1.0,0.0,236.05,0.0,214.37,83.46
18.0,91.0,2.0,0.0,236.05,0.0,214.37,83.45
18.0,93.0,2.0,0.0,236.05,0.0,214.37,83.45
19.0,89.0,1.0,0.0,236.05,0.0,214.37,83.45
23.0,78.0,2.0,0.0,236.05,0.0,214.34,83.45
24.0,73.0,1.0,0.0,236.05,0.0,214.3,83.44
25.0,65.0,2.0,0.0,236.05,0.0,214.28,83.44
28.0,57.0,2.0,0.0,236.19,0.0,214.26,83.43
28.0,51.0,3.0,0.0,236.13,0.0,214.25,83.42
31.0,41.0,2.0,0.0,236.09,0.0,214.25,83.42
31.0,42.0,2.0,0.0,236.06,0.0,214.25,83.41
32.0,35.0,2.0,0.0,236.05,0.0,214.25,83.4
33.0,33.0,3.0,0.0,236.05,0.0,214.22,83.4
31.0,44.0,3.0,0.0,236.05,0.0,214.19,83.4
28.0,54.0,4.0,0.0,236.04,0.0,214.16,83.4
27.0,58.0,3.0,0.0,236.05,0.0,214.16,83.4
26.0,62.0,3.0,0.0,236.05,0.0,214.16,83.42
25.0,64.0,3.0,0.0,236.05,0.0,214.16,83.47
25.0,65.0,2.0,0.0,236.05,0.0,214.12,83.47
20.0,77.0,2.0,0.0,236.16,0.0,214.09,83.47
23.0,72.0,1.0,0.0,236.1,0.0,214.08,83.45
23.0,73.0,2.0,0.0,236.07,0.0,214.08,83.45
22.0,81.0,1.0,0.0,236.06,0.0,214.08,83.44
21.0,84.0,1.0,0.0,236.05,0.0,214.08,83.43
20.0,87.0,1.0,0.0,236.05,0.0,214.08,83.42
20.0,91.0,1.0,0.0,236.05,0.0,214.08,83.42
19.0,92.0,2.0,0.0,236.05,0.0,214.08,83.41
20.0,88.0,1.0,0.0,236.05,0.0,214.06,83.41
22.0,81.0,1.0,0.0,236.05,0.0,214.03,83.41
23.0,74.0,1.0,0.0,236.05,0.0,214.0,83.41
24.0,70.0,1.0,0.0,236.05,0.0,213.97,83.41
30.0,44.0,6.0,0.0,236.05,0.0,213.96,83.4
30.0,44.0,6.0,0.0,236.05,0.0,213.95,83.4
30.0,44.0,6.0,0.0,236.05,0.0,213.94,83.4
30.0,44.0,6.0,0.0,236.05,0.0,213.94,83.39
30.0,52.0,3.0,0.0,236.05,0.0,213.94,83.39
31.0,49.0,2.0,0.0,236.05,0.0,213.91,83.39
31.0,47.0,3.0,0.0,236.05,0.0,213.88,83.39
29.0,50.0,2.0,0.0,236.05,0.0,213.86,83.38
28.0,53.0,3.0,0.0,236.05,0.0,213.86,83.38
27.0,59.0,2.0,0.0,236.05,0.0,213.86,83.33
26.0,65.0,2.0,0.0,236.05,0.0,213.86,83.27
24.0,73.0,2.0,0.0,236.05,0.0,213.83,83.24
24.0,65.0,2.0,0.0,236.2,0.0,213.8,83.23
22.0,81.0,2.0,0.0,236.13,0.0,213.77,83.23
22.0,82.0,2.0,0.0,236.08,0.0,213.77,83.23
21.0,85.0,2.0,0.0,236.06,0.0,213.77,83.23
21.0,85.0,2.0,0.0,236.06,0.0,213.77,83.23
20.0,88.0,2.0,0.0,236.05,0.0,213.77,83.23
19.0,91.0,1.0,0.0,236.05,0.0,213.76,83.23
19.0,92.0,2.0,0.0,236.05,0.0,213.76,83.23
21.0,86.0,2.0,0.0,236.05,0.0,213.75,83.23
24.0,74.0,2.0,0.0,236.05,0.0,213.71,83.27
27.0,65.0,2.0,0.0,236.05,0.0,213.69,83.33
29.0,51.0,2.0,0.0,236.05,0.0,213.66,83.36
31.0,41.0,2.0,0.0,236.05,0.0,213.64,83.37
32.0,43.0,1.0,0.0,236.05,0.0,213.62,83.35
33.0,31.0,2.0,0.0,236.05,0.0,213.62,83.34
34.0,28.0,2.0,0.0,236.05,0.0,213.62,83.35
34.0,29.0,2.0,0.0,236.04,0.0,213.62,83.35
34.0,21.0,2.0,0.0,236.04,0.0,213.6,83.36
34.0,22.0,2.0,0.0,236.04,0.0,213.56,83.36
33.0,22.0,2.0,0.0,236.04,0.0,213.54,83.36
30.0,31.0,2.0,0.0,236.05,0.0,213.54,83.36
27.0,38.0,1.0,0.0,236.05,0.0,213.53,83.36
25.0,48.0,2.0,0.0,236.05,0.0,213.53,83.36
23.0,55.0,2.0,0.0,236.05,0.0,213.51,83.37
23.0,78.0,1.0,0.0,236.2,0.0,213.48,83.37
20.0,65.0,2.0,0.0,236.12,0.0,213.45,83.38
20.0,67.0,3.0,0.0,236.08,0.0,213.44,83.38
19.0,70.0,2.0,0.0,236.06,0.0,213.44,83.38
19.0,70.0,2.0,0.0,236.05,0.0,213.44,83.37
19.0,72.0,2.0,0.0,236.05,0.0,213.44,83.37
18.0,72.0,2.0,0.0,236.05,0.0,213.44,83.37
19.0,72.0,2.0,0.0,236.05,0.0,213.44,83.37
21.0,66.0,2.0,0.0,236.04,0.0,213.41,83.36
24.0,56.0,2.0,0.0,236.04,0.0,213.38,83.36
28.0,47.0,2.0,0.0,236.04,0.0,213.35,83.36
31.0,46.0,1.0,0.0,236.04,0.0,213.33,83.36
32.0,45.0,3.0,0.0,236.02,0.0,213.31,83.36
34.0,42.0,3.0,0.0,236.01,0.0,213.27,83.36
35.0,40.0,2.0,0.0,236.01,0.0,213.27,83.36
35.0,41.0,2.0,0.0,236.01,0.0,213.25,83.36
35.0,40.0,2.0,0.0,236.02,0.0,213.22,83.36
33.0,44.0,3.0,0.0,236.02,0.0,213.2,83.36
31.0,51.0,2.0,0.0,236.02,0.0,213.2,83.36
30.0,53.0,1.0,0.0,236.03,0.0,213.18,83.37
29.0,60.0,3.0,0.0,236.03,0.0,213.17,83.37
28.0,64.0,1.0,0.0,236.03,0.0,213.16,83.38
21.0,62.0,2.0,0.0,236.15,0.0,213.13,83.38
22.0,88.0,4.0,1.0,236.09,1.5,213.12,83.39
21.0,95.0,2.0,3.5,236.06,2.5,213.11,83.41
21.0,94.0,2.0,0.5,236.05,0.5,213.11,83.43
21.0,94.0,2.0,0.0,236.05,0.0,213.1,83.44
21.0,95.0,2.0,0.0,236.05,0.0,213.09,83.44
21.0,96.0,1.0,0.0,236.05,0.0,213.08,83.44
21.0,96.0,1.0,0.0,236.05,0.0,213.07,83.44
21.0,95.0,1.0,0.0,236.05,0.0,213.07,83.43
22.0,93.0,1.0,0.0,236.05,0.0,213.06,83.43
24.0,83.0,1.0,0.0,236.04,0.0,213.03,83.43
24.0,83.0,1.0,3.0,236.04,3.0,213.0,83.43
24.0,83.0,1.0,0.0,236.05,0.5,212.98,83.44
24.0,83.0,1.0,0.0,236.05,0.0,212.96,83.46
24.0,83.0,1.0,0.0,236.05,0.0,212.95,83.48
24.0,84.0,1.0,0.0,236.05,0.0,212.94,83.48
25.0,77.0,2.0,0.0,236.05,0.0,212.93,83.49
24.0,84.0,1.0,0.0,236.05,0.0,212.92,83.49
24.0,80.0,2.0,0.0,236.05,0.0,212.89,83.49
24.0,82.0,2.0,0.0,236.05,0.0,212.88,83.49
23.0,84.0,2.0,0.0,236.05,6.5,212.87,83.51
23.0,85.0,2.0,0.0,236.06,0.0,212.87,83.51
23.0,87.0,1.0,0.0,236.07,0.0,212.86,83.51
23.0,89.0,2.0,0.0,236.09,0.0,212.84,83.51
25.0,81.0,3.0,0.0,236.18,0.0,212.81,83.51
22.0,92.0,1.0,0.0,236.12,0.0,212.8,83.51
22.0,95.0,1.0,0.0,236.08,0.0,212.8,83.5
22.0,96.0,1.0,0.0,236.07,0.0,212.8,83.5
22.0,98.0,2.0,0.0,236.06,0.0,212.79,83.5
22.0,99.0,2.0,0.0,236.06,0.5,212.78,83.49
21.0,99.0,2.0,0.0,236.06,0.0,212.78,83.49
21.0,99.0,2.0,0.0,236.06,0.0,212.77,83.49
22.0,97.0,1.0,0.0,236.06,0.0,212.76,83.49
23.0,94.0,2.0,0.0,236.05,0.0,212.75,83.49
24.0,85.0,1.0,0.0,236.05,0.0,212.72,83.48
24.0,85.0,2.0,0.0,236.05,0.0,212.69,83.48
27.0,78.0,2.0,0.0,236.05,0.0,212.68,83.47
26.0,77.0,2.0,0.0,236.05,0.0,212.66,83.47
27.0,75.0,3.0,0.0,236.04,0.0,212.66,83.47
26.0,78.0,3.0,0.0,236.04,0.0,212.62,83.47
26.0,74.0,3.0,0.0,236.04,0.0,212.64,83.47
23.0,86.0,3.0,0.0,236.18,0.0,212.58,83.47
22.0,91.0,3.0,0.0,236.18,0.0,212.57,83.47
22.0,95.0,2.0,0.0,236.1,0.0,212.57,83.46
22.0,98.0,2.0,0.0,236.07,0.0,212.57,83.46
21.0,100.0,2.0,0.0,236.06,0.5,212.55,83.47
22.0,91.0,1.0,0.0,236.06,0.0,212.52,83.47
21.0,99.0,2.0,0.0,236.05,0.0,212.52,83.47
21.0,99.0,2.0,0.0,236.05,0.0,212.52,83.47
21.0,97.0,2.0,0.0,236.05,0.0,212.51,83.47
21.0,97.0,2.0,6.0,236.05,11.0,212.5,83.47
20.0,99.0,2.0,0.0,236.07,0.0,212.52,83.48
20.0,100.0,2.0,0.0,236.07,0.5,212.52,83.56
20.0,100.0,2.0,0.0,236.08,0.0,212.51,83.55
20.0,100.0,2.0,0.0,236.08,0.0,212.51,83.55
20.0,100.0,2.0,0.0,236.08,0.0,212.51,83.54
21.0,99.0,1.0,0.0,236.07,0.0,212.48,83.55
22.0,91.0,1.0,0.0,236.07,0.0,212.46,83.57
22.0,92.0,1.0,0.0,236.2,0.0,212.43,83.58
24.0,88.0,1.0,0.0,236.17,0.0,212.41,83.6
25.0,82.0,1.0,0.0,236.1,0.0,212.41,83.6
25.0,79.0,2.0,0.0,236.07,0.0,212.41,83.6
25.0,85.0,2.0,0.0,236.06,0.0,212.41,83.59
25.0,84.0,2.0,0.0,236.06,0.0,212.38,83.58
24.0,87.0,2.0,0.0,236.05,0.0,212.36,83.57
23.0,90.0,2.0,0.0,236.05,0.0,212.34,83.57
23.0,95.0,2.0,0.5,236.05,1.5,212.33,83.56
22.0,98.0,2.0,0.5,236.06,1.0,212.33,83.56
22.0,98.0,2.0,14.5,236.06,37.0,212.33,83.56
22.0,100.0,1.0,1.5,236.16,4.5,212.36,83.59
21.0,100.0,2.0,1.0,236.3,0.5,212.37,83.74
21.0,100.0,2.0,3.5,236.32,6.5,212.4,84.01
21.0,100.0,1.0,0.5,236.47,1.0,212.46,84.08
21.0,100.0,2.0,0.0,236.52,0.5,212.55,84.1
21.0,100.0,1.0,0.0,236.62,0.0,212.67,84.12
21.0,100.0,2.0,0.5,236.61,0.0,212.8,84.13
22.0,100.0,2.0,0.0,236.6,0.0,212.93,84.09
22.0,100.0,2.0,0.0,236.55,0.0,213.05,84.06
22.0,100.0,2.0,0.0,236.51,0.0,213.14,84.01
23.0,100.0,1.0,0.0,236.48,0.0,213.22,83.97
24.0,96.0,2.0,0.0,236.49,0.0,213.3,83.95
24.0,92.0,2.0,0.0,236.46,0.0,213.35,83.93
24.0,96.0,2.0,0.5,236.43,0.0,213.4,83.91
28.0,79.0,2.0,0.0,236.41,0.0,213.44,83.89
31.0,68.0,3.0,0.0,236.39,0.0,213.49,83.87
32.0,60.0,3.0,0.0,236.36,0.0,213.54,83.86
32.0,56.0,4.0,0.0,236.34,0.0,213.58,83.85
33.0,56.0,3.0,0.0,236.33,0.0,213.61,83.84
33.0,56.0,3.0,0.0,236.32,0.0,213.62,83.82
31.0,61.0,2.0,0.0,236.32,0.0,213.64,83.81
29.0,74.0,2.0,0.0,236.31,0.0,213.66,83.8
27.0,88.0,3.0,0.0,236.31,1.0,213.69,83.79
24.0,94.0,2.0,2.5,236.31,8.0,213.71,83.78
23.0,97.0,2.0,9.0,236.33,6.5,213.75,83.78
22.0,100.0,2.0,1.5,236.33,1.5,213.78,83.8
23.0,100.0,2.0,0.0,236.37,0.0,213.82,83.83
22.0,100.0,2.0,0.0,236.46,0.0,213.87,83.95
22.0,100.0,2.0,0.0,236.5,0.0,213.94,83.97
22.0,100.0,2.0,0.0,236.53,0.0,214.03,83.96
22.0,100.0,2.0,0.0,236.5,0.0,214.11,83.95
22.0,100.0,2.0,0.0,236.5,0.0,214.19,83.93
22.0,100.0,2.0,0.0,236.49,0.0,214.27,83.92
23.0,100.0,2.0,0.0,236.46,0.0,214.34,83.91
24.0,97.0,2.0,0.0,236.45,0.0,214.4,83.89
25.0,96.0,2.0,0.0,236.44,0.0,214.44,83.89
28.0,87.0,1.0,0.0,236.43,0.0,214.48,83.87
28.0,79.0,2.0,0.0,236.42,0.0,214.51,83.87
30.0,79.0,1.0,0.0,236.4,0.0,214.55,83.86
33.0,55.0,4.0,0.0,236.36,0.0,214.6,83.85
34.0,52.0,3.0,0.0,236.35,0.0,214.64,83.84
33.0,53.0,4.0,0.0,236.38,0.0,214.69,83.83
34.0,54.0,3.0,0.0,236.35,0.0,214.71,83.82
33.0,52.0,4.0,0.0,236.35,0.0,214.73,83.81
33.0,56.0,2.0,0.0,236.35,0.0,214.75,83.8
31.0,61.0,2.0,0.0,236.33,0.0,214.78,83.79
29.0,72.0,1.0,0.0,236.33,0.0,214.82,83.78
27.0,81.0,2.0,0.0,236.3,0.0,214.84,83.77
27.0,81.0,2.0,0.0,236.34,0.0,214.86,83.76
23.0,99.0,2.0,0.0,236.32,0.0,214.86,83.76
25.0,94.0,4.0,0.0,236.27,0.0,214.87,83.75
23.0,95.0,4.0,13.5,236.27,11.0,214.89,83.75
24.0,89.0,4.0,0.0,236.3,1.5,214.92,83.77
23.0,94.0,3.0,1.0,236.34,5.0,214.94,83.79
23.0,95.0,3.0,0.0,236.39,0.5,214.99,83.85
23.0,94.0,2.0,2.0,236.45,4.5,215.04,83.93
23.0,92.0,3.0,0.0,236.57,2.5,215.12,84.02
22.0,99.0,1.0,6.5,236.87,7.0,215.3,84.03
23.0,97.0,3.0,0.5,237.36,0.5,215.73,84.14
23.0,95.0,3.0,0.0,237.45,0.0,216.51,84.4
25.0,86.0,2.0,0.0,237.32,0.0,217.23,84.47
26.0,76.0,4.0,0.0,237.21,0.0,217.82,84.42
25.0,89.0,3.0,0.0,237.13,0.0,218.29,84.35
26.0,85.0,2.0,0.0,237.0,0.0,218.68,84.29
27.0,80.0,2.0,0.0,236.93,0.0,219.0,84.23
27.0,77.0,3.0,0.0,236.88,0.0,219.28,84.18
25.0,81.0,3.0,0.0,236.82,0.0,219.51,84.13
23.0,89.0,2.0,0.0,236.76,0.0,219.69,84.1
22.0,93.0,1.0,0.5,236.74,0.5,219.86,84.07
21.0,97.0,1.0,0.5,236.72,1.0,219.97,84.04
19.0,99.0,2.0,0.5,236.69,2.0,220.07,84.02
18.0,100.0,1.0,10.0,236.68,7.0,220.17,84.0
18.0,100.0,2.0,1.5,236.72,2.5,220.27,84.02
26.0,85.0,2.0,1.0,236.78,1.0,220.4,84.12
17.0,100.0,1.0,3.0,236.82,2.5,220.6,84.18
17.0,100.0,2.0,1.0,236.82,1.0,220.82,84.18
17.0,100.0,2.0,1.0,236.82,0.5,221.02,84.16
16.0,100.0,2.0,0.5,236.79,0.5,221.21,84.14
16.0,100.0,2.0,3.5,236.78,1.0,221.39,84.12
16.0,100.0,2.0,5.0,236.77,4.5,221.57,84.12
16.0,100.0,1.0,0.5,236.75,0.5,221.75,84.14
16.0,100.0,1.0,0.5,236.74,0.0,221.91,84.19
16.0,100.0,2.0,0.0,236.73,0.0,222.07,84.21
16.0,100.0,2.0,0.0,236.71,0.0,222.21,84.21
16.0,95.0,2.0,0.0,236.69,0.0,222.32,84.19
17.0,92.0,3.0,0.0,236.68,0.0,222.44,84.17
18.0,86.0,2.0,0.0,236.66,0.0,222.54,84.15
18.0,85.0,2.0,0.0,236.64,0.0,222.63,84.13
18.0,84.0,2.0,0.0,236.64,0.0,222.71,84.1
19.0,81.0,2.0,0.0,236.63,0.0,222.78,84.08
20.0,82.0,1.0,0.0,236.61,0.0,222.85,84.07
20.0,80.0,1.0,0.0,236.6,0.0,222.91,84.06
19.0,83.0,1.0,0.0,236.59,0.0,222.96,84.04
19.0,88.0,1.0,0.0,236.55,0.0,223.01,84.03
19.0,90.0,1.0,0.0,236.55,0.0,223.06,84.01
19.0,94.0,2.0,0.0,236.53,0.0,223.1,84.0
18.0,95.0,2.0,0.0,236.52,0.0,223.14,83.98
18.0,100.0,1.0,0.5,236.51,0.5,223.18,83.97
18.0,98.0,1.0,0.0,236.51,0.5,223.25,83.96
17.0,99.0,1.0,0.5,236.51,0.0,223.31,83.95
17.0,98.0,1.0,0.0,236.49,0.0,223.37,83.93
17.0,99.0,2.0,0.0,236.48,0.0,223.43,83.92
17.0,99.0,1.0,0.0,236.47,0.0,223.48,83.9
17.0,99.0,1.0,0.0,236.42,0.0,223.54,83.89
17.0,99.0,1.0,0.0,236.46,0.0,223.58,83.87
18.0,97.0,1.0,0.0,236.45,0.0,223.63,83.87
19.0,92.0,1.0,0.0,236.45,0.0,223.66,83.86
20.0,82.0,2.0,0.0,236.42,0.0,223.67,83.85
21.0,77.0,1.0,0.0,236.43,0.0,223.67,83.84
21.0,76.0,2.0,0.0,236.43,0.0,223.67,83.84
21.0,75.0,2.0,0.0,236.41,0.0,223.67,83.83
21.0,75.0,1.0,0.0,236.4,0.0,223.67,83.83
21.0,78.0,1.0,0.0,236.4,0.0,223.67,83.82
21.0,79.0,1.0,0.0,236.39,0.0,223.67,83.86
22.0,74.0,2.0,0.0,236.38,0.0,223.69,83.85
21.0,78.0,1.0,0.0,236.38,0.0,223.68,83.85
20.0,83.0,2.0,0.0,236.38,0.0,223.68,83.85
20.0,86.0,1.0,0.0,236.37,0.0,223.67,83.84
19.0,92.0,1.0,1.5,236.37,2.0,223.66,83.84
18.0,96.0,2.0,0.0,236.38,0.5,223.65,83.84
18.0,98.0,1.0,0.0,236.37,0.5,223.64,83.84
18.0,96.0,1.0,0.0,236.37,0.0,223.63,83.84
18.0,97.0,2.0,0.0,236.35,0.0,223.66,83.84
18.0,96.0,1.0,0.0,236.35,0.0,223.69,83.84
18.0,97.0,2.0,0.0,236.36,0.0,223.71,83.83
18.0,98.0,2.0,0.0,236.35,0.0,223.73,83.81
17.0,95.0,2.0,0.0,236.33,0.0,223.76,83.79
17.0,93.0,2.0,0.0,236.34,0.0,223.78,83.79
17.0,92.0,1.0,0.0,236.33,0.0,223.8,83.78
17.0,91.0,2.0,0.0,236.31,0.0,223.82,83.77
19.0,89.0,2.0,0.0,236.31,0.0,223.84,83.77
18.0,82.0,1.0,0.0,236.33,0.0,223.83,83.77
18.0,82.0,1.0,0.0,236.33,0.0,223.81,83.76
19.0,81.0,1.0,0.0,236.32,0.0,223.79,83.76
19.0,92.0,1.0,1.0,236.33,1.0,223.78,83.76
19.0,94.0,1.0,0.0,236.31,0.5,223.76,83.76
19.0,97.0,1.0,2.0,236.31,1.0,223.74,83.75
19.0,99.0,1.0,3.5,236.31,3.5,223.72,83.8
19.0,99.0,1.0,0.5,236.31,1.0,223.71,83.83
19.0,99.0,1.0,1.0,236.31,1.0,223.69,83.84
19.0,99.0,1.0,1.5,236.32,2.0,223.67,83.86
19.0,100.0,2.0,0.0,236.35,1.0,223.66,83.87
19.0,100.0,1.0,0.0,236.35,1.5,223.65,83.87
19.0,100.0,2.0,0.0,236.38,2.5,223.6,83.88
19.0,100.0,2.0,0.5,236.4,0.0,223.63,83.88
18.0,97.0,2.0,0.0,236.41,0.0,223.63,83.89
19.0,100.0,2.0,0.5,236.43,1.0,223.67,83.89
19.0,100.0,2.0,0.5,236.46,0.5,223.72,83.89
19.0,100.0,1.0,0.0,236.46,0.0,223.76,83.89
19.0,100.0,1.0,0.0,236.46,0.0,223.81,83.87
19.0,100.0,1.0,0.0,236.46,0.0,223.86,83.86
19.0,100.0,1.0,0.0,236.46,0.0,223.91,83.86
19.0,100.0,1.0,0.0,236.46,0.0,223.96,83.85
20.0,100.0,1.0,0.0,236.46,0.0,224.01,83.85
20.0,100.0,1.0,0.0,236.46,0.0,224.05,83.85
21.0,97.0,1.0,0.0,236.45,0.0,224.08,83.84
23.0,80.0,2.0,0.0,236.47,0.0,224.09,83.84
24.0,69.0,3.0,0.0,236.46,0.0,224.1,83.84
25.0,71.0,2.0,0.0,236.46,0.0,224.11,83.83
27.0,53.0,3.0,0.0,236.42,0.0,224.12,83.83
25.0,54.0,3.0,0.0,236.43,0.0,224.13,83.82
26.0,54.0,2.0,0.0,236.43,0.0,224.13,83.86
25.0,61.0,2.0,0.0,236.43,0.0,224.14,83.86
24.0,65.0,2.0,0.0,236.43,0.0,224.15,83.86
23.0,70.0,1.0,0.0,236.42,0.0,224.15,83.86
22.0,77.0,2.0,0.0,236.43,0.0,224.15,83.85
21.0,81.0,3.0,0.0,236.41,0.0,224.15,83.85
20.0,82.0,2.0,0.0,236.42,0.0,224.15,83.84
20.0,84.0,2.0,0.0,236.43,0.0,224.15,83.84
19.0,100.0,2.0,0.0,236.4,0.0,224.15,83.84
19.0,88.0,2.0,0.0,236.4,0.0,224.18,83.83
19.0,88.0,2.0,0.0,236.4,0.0,224.21,83.83
19.0,90.0,2.0,0.0,236.39,0.0,224.25,83.82
19.0,92.0,2.0,0.0,236.39,0.0,224.28,83.8
18.0,94.0,2.0,0.0,236.39,0.0,224.31,83.79
18.0,93.0,2.0,0.0,236.39,0.0,224.34,83.77
18.0,92.0,1.0,0.0,236.37,0.0,224.37,83.77
19.0,90.0,2.0,0.0,236.38,0.0,224.4,83.76
20.0,84.0,1.0,0.0,236.36,0.0,224.42,83.76
21.0,81.0,2.0,0.0,236.37,0.0,224.43,83.76
22.0,78.0,1.0,0.0,236.36,0.0,224.43,83.76
23.0,74.0,1.0,0.0,236.36,0.0,224.44,83.75
24.0,69.0,1.0,0.0,236.34,0.0,224.46,83.75
25.0,66.0,2.0,0.0,236.34,0.0,224.48,83.75
26.0,58.0,2.0,0.0,236.33,0.0,224.51,83.75
27.0,56.0,2.0,0.0,236.3,0.0,224.53,83.74
26.0,56.0,2.0,0.0,236.3,0.0,224.53,83.74
26.0,60.0,2.0,0.0,236.32,0.0,224.53,83.73
25.0,63.0,2.0,0.0,236.33,0.0,224.53,83.73
24.0,70.0,2.0,0.0,236.33,0.0,224.55,83.72
24.0,69.0,2.0,0.0,236.32,0.0,224.58,83.72
23.0,73.0,1.0,0.0,236.31,0.0,224.59,83.72
22.0,82.0,2.0,0.0,236.3,0.0,224.59,83.72
20.0,86.0,2.0,0.0,236.31,0.0,224.59,83.71
20.0,96.0,1.0,0.0,236.31,0.0,224.61,83.71
20.0,99.0,2.0,0.0,236.31,0.0,224.63,83.71
20.0,99.0,2.0,0.0,236.3,0.5,224.64,83.71
20.0,100.0,2.0,0.0,236.3,0.0,224.66,83.71
20.0,100.0,1.0,1.0,236.27,0.5,224.67,83.71
20.0,100.0,1.0,0.0,236.29,0.0,224.73,83.7
20.0,90.0,1.0,0.0,236.3,0.0,224.73,83.7
21.0,82.0,2.0,0.0,236.3,0.0,224.72,83.7
22.0,79.0,2.0,0.0,236.28,0.0,224.72,83.7
22.0,79.0,2.0,0.0,236.28,0.0,224.72,83.7
24.0,71.0,2.0,0.0,236.27,0.0,224.73,83.7
23.0,70.0,2.0,0.0,236.27,0.0,224.74,83.7
24.0,67.0,2.0,0.0,236.26,0.0,224.75,83.69
24.0,65.0,3.0,0.0,236.25,0.0,224.74,83.69
23.0,67.0,3.0,0.0,236.25,0.0,224.72,83.68
22.0,72.0,2.0,0.0,236.24,0.0,224.69,83.68
22.0,75.0,2.0,0.0,236.25,0.0,224.7,83.68
21.0,77.0,2.0,0.0,236.25,0.0,224.72,83.68
21.0,79.0,2.0,0.0,236.26,0.0,224.72,83.68
21.0,79.0,2.0,0.0,236.26,0.0,224.69,83.68
21.0,91.0,1.0,0.0,236.3,0.0,224.68,83.7
20.0,84.0,1.0,0.0,236.25,0.0,224.69,83.7
20.0,86.0,1.0,0.0,236.24,0.0,224.7,83.69
20.0,89.0,2.0,0.0,236.22,0.0,224.72,83.68
20.0,89.0,1.0,0.0,236.24,0.0,224.72,83.68
19.0,91.0,2.0,0.5,236.26,0.0,224.74,83.7
19.0,96.0,2.0,3.0,236.26,2.5,224.75,83.69
18.0,99.0,1.0,13.0,236.23,6.0,224.76,83.69
18.0,100.0,1.0,4.0,236.23,4.5,224.78,83.73
18.0,100.0,2.0,5.5,236.28,10.5,224.76,83.79
19.0,100.0,1.0,6.5,236.34,12.0,224.76,83.92
19.0,100.0,1.0,6.5,236.47,12.0,224.77,84.08
19.0,100.0,1.0,6.5,236.75,12.0,224.83,84.19
19.0,100.0,1.0,6.5,236.84,12.0,224.98,84.24
19.0,100.0,1.0,0.5,236.82,0.5,225.17,84.25
19.0,100.0,1.0,0.5,236.79,0.5,225.36,84.24
20.0,100.0,1.0,0.5,236.78,0.5,225.53,84.21
20.0,100.0,1.0,0.5,236.78,0.5,225.65,84.18
20.0,99.0,1.0,0.5,236.73,0.5,225.76,84.15
20.0,98.0,1.0,0.5,236.71,0.5,225.86,84.12
20.0,98.0,1.0,0.5,236.71,0.5,225.95,84.09
20.0,97.0,2.0,0.5,236.68,0.5,226.03,84.1
20.0,97.0,1.0,0.5,236.66,0.5,226.1,84.09
20.0,97.0,1.0,0.5,236.64,0.5,226.17,84.07
20.0,82.0,2.0,0.5,236.64,0.5,226.23,84.06
19.0,99.0,1.0,0.5,236.61,0.5,226.33,84.04
19.0,100.0,1.0,0.0,236.62,0.0,226.42,84.02
19.0,100.0,1.0,0.0,236.6,0.0,226.51,84.0
19.0,100.0,1.0,0.0,236.6,0.0,226.59,83.97
19.0,100.0,1.0,0.0,236.55,0.0,226.67,83.95
19.0,100.0,1.0,0.0,236.54,0.0,226.75,83.93
19.0,100.0,1.0,0.0,236.54,0.0,226.82,83.92
19.0,100.0,1.0,0.0,236.53,0.0,226.87,83.91
21.0,92.0,1.0,0.0,236.51,0.0,226.9,83.89
23.0,77.0,1.0,0.0,236.5,0.0,226.92,83.89
25.0,71.0,2.0,0.0,236.51,0.0,226.94,83.88
26.0,67.0,1.0,0.0,236.49,0.0,226.96,83.87
26.0,59.0,2.0,0.0,236.48,0.0,226.97,83.86
27.0,55.0,2.0,0.0,236.46,0.0,226.98,83.89
27.0,53.0,2.0,0.0,236.45,0.0,226.99,83.89
27.0,52.0,2.0,0.0,236.45,0.0,227.0,83.89
28.0,52.0,2.0,0.0,236.44,0.0,227.0,83.88
28.0,49.0,1.0,0.0,236.42,0.0,227.01,83.88
26.0,58.0,2.0,0.0,236.43,0.0,227.01,83.87
25.0,63.0,2.0,0.0,236.42,0.0,227.0,83.87
24.0,65.0,1.0,0.0,236.41,0.0,227.0,83.86
22.0,80.0,2.0,0.0,236.41,0.0,226.99,83.86
21.0,85.0,2.0,0.0,236.41,0.0,226.99,83.86
19.0,99.0,1.0,0.0,236.41,0.0,226.99,83.85
21.0,88.0,2.0,0.0,236.41,0.0,227.02,83.85
21.0,88.0,2.0,0.0,236.38,0.0,227.05,83.84
21.0,89.0,2.0,0.0,236.39,0.0,227.08,83.83
21.0,90.0,1.0,0.0,236.38,0.0,227.11,83.81
20.0,91.0,2.0,0.0,236.37,0.0,227.14,83.79
20.0,92.0,2.0,0.0,236.37,0.0,227.17,83.78
