temperature,humidity,windpower,rains,waterlevels63000120,rains63000100,waterlevels63000100,waterlevels
26.0,93.0,2.0,0.0,236.09,0.0,232.34,83.87
26.0,89.0,2.0,0.0,236.1,0.0,232.34,83.83
27.0,91.0,1.0,0.0,236.14,0.0,233.51,83.68
27.0,93.0,2.0,0.0,236.14,0.0,233.52,83.68
26.0,95.0,2.0,0.0,236.14,0.0,233.53,83.68
26.0,97.0,2.0,0.0,236.14,0.0,233.54,83.65
25.0,99.0,2.0,0.0,236.13,0.0,233.54,83.63
25.0,100.0,2.0,0.0,236.12,0.0,233.55,83.62
25.0,100.0,2.0,0.0,236.13,0.0,233.56,83.61
26.0,99.0,2.0,0.0,236.13,0.0,233.56,83.6
28.0,90.0,1.0,0.0,236.11,0.0,233.54,83.6
30.0,76.0,1.0,0.0,236.11,0.0,233.51,83.6
32.0,66.0,1.0,0.0,236.08,0.0,233.49,83.59
34.0,58.0,2.0,0.0,236.1,0.0,233.47,83.59
35.0,55.0,2.0,0.0,236.09,0.0,233.45,83.58
36.0,53.0,1.0,0.0,236.09,0.0,233.43,83.58
36.0,53.0,2.0,0.0,236.09,0.0,233.41,83.57
35.0,47.0,2.0,0.0,236.11,0.0,233.38,83.61
35.0,47.0,1.0,0.0,236.1,0.0,233.36,83.65
35.0,49.0,2.0,0.0,236.1,0.0,233.34,83.66
34.0,53.0,2.0,0.0,236.09,0.0,233.32,83.66
32.0,58.0,1.0,0.0,236.09,0.0,233.29,83.66
30.0,70.0,1.0,0.0,236.08,0.0,233.27,83.66
29.0,77.0,1.0,0.0,236.09,0.0,233.25,83.66
28.0,80.0,1.0,0.0,236.1,0.0,233.22,83.66
27.0,88.0,2.0,0.0,236.11,0.0,233.2,83.66
27.0,88.0,2.0,0.0,236.09,0.0,233.19,83.66
26.0,90.0,2.0,0.0,236.08,0.0,233.2,83.66
26.0,94.0,2.0,0.0,236.09,0.0,233.21,83.66
25.0,95.0,2.0,0.0,236.08,0.0,233.21,83.65
25.0,98.0,2.0,0.0,236.08,0.0,233.22,83.62
24.0,98.0,2.0,0.0,236.08,0.0,233.22,83.6
24.0,98.0,2.0,0.0,236.06,0.0,233.22,83.59
25.0,96.0,2.0,0.0,236.06,0.0,233.21,83.58
27.0,86.0,2.0,0.0,236.03,0.0,233.19,83.57
30.0,74.0,1.0,0.0,235.96,0.0,233.16,83.58
32.0,64.0,2.0,0.0,236.07,0.0,233.14,83.57
33.0,57.0,2.0,0.0,236.08,0.0,233.12,83.56
34.0,54.0,2.0,0.0,236.07,0.0,233.1,83.56
35.0,49.0,2.0,0.0,236.05,0.0,233.11,83.56
36.0,45.0,1.0,0.0,236.04,0.0,233.11,83.55
36.0,44.0,2.0,0.0,236.05,0.0,233.11,83.57
36.0,46.0,2.0,0.0,236.04,0.0,233.11,83.61
35.0,50.0,3.0,0.0,236.04,0.0,233.1,83.6
34.0,51.0,1.0,0.0,236.04,0.0,233.09,83.59
33.0,54.0,2.0,0.0,236.03,0.0,233.09,83.57
31.0,68.0,1.0,0.0,236.05,0.0,233.09,83.56
29.0,75.0,1.0,0.0,236.05,0.0,233.1,83.56
28.0,81.0,2.0,0.0,236.06,0.0,233.09,83.55
27.0,86.0,2.0,0.0,236.06,0.0,233.07,83.55
27.0,89.0,2.0,0.0,236.06,0.0,233.06,83.55
27.0,91.0,2.0,0.0,236.04,0.0,233.06,83.54
26.0,93.0,2.0,0.0,236.04,0.0,233.06,83.54
26.0,94.0,2.0,0.0,236.04,0.0,233.06,83.54
25.0,94.0,2.0,0.0,236.04,0.0,233.07,83.54
25.0,96.0,2.0,0.0,236.04,0.0,233.07,83.54
25.0,97.0,2.0,0.0,236.05,0.0,233.07,83.54
26.0,93.0,2.0,0.0,236.04,0.0,233.06,83.54
28.0,82.0,2.0,0.0,236.0,0.0,233.05,83.54
31.0,69.0,2.0,0.0,235.94,0.0,233.04,83.55
34.0,65.0,1.0,0.0,235.92,0.0,233.02,83.54
34.0,56.0,1.0,0.0,236.07,0.0,233.01,83.54
35.0,53.0,1.0,0.0,236.06,0.0,233.0,83.54
36.0,52.0,2.0,0.0,236.04,0.0,233.0,83.54
35.0,47.0,1.0,0.0,236.01,0.0,233.01,83.53
35.0,50.0,2.0,0.0,235.94,0.0,233.0,83.53
35.0,54.0,3.0,0.0,235.91,0.0,232.97,83.53
33.0,61.0,3.0,0.0,236.06,0.0,232.97,83.53
32.0,64.0,2.0,0.0,236.07,0.0,232.98,83.54
32.0,65.0,1.0,0.0,236.06,0.0,232.98,83.54
30.0,75.0,1.0,0.0,236.0,0.0,232.98,83.53
30.0,74.0,2.0,0.0,235.94,0.0,232.98,83.53
30.0,77.0,2.0,0.0,236.08,0.0,232.95,83.52
28.0,84.0,2.0,0.0,236.07,0.0,232.93,83.52
29.0,81.0,1.0,0.0,236.03,0.0,232.91,83.52
29.0,85.0,2.0,0.0,235.95,0.0,232.91,83.52
28.0,89.0,1.0,0.0,235.92,0.0,232.91,83.53
28.0,90.0,1.0,0.0,235.92,0.0,232.91,83.53
28.0,91.0,1.0,0.0,236.04,0.0,232.91,83.54
27.0,93.0,1.0,0.0,236.04,0.0,232.91,83.54
27.0,94.0,1.0,0.0,236.05,0.0,232.91,83.54
27.0,93.0,2.0,0.0,236.05,0.0,232.91,83.54
29.0,88.0,2.0,0.0,236.04,0.0,232.9,83.54
31.0,79.0,2.0,0.0,235.99,0.0,232.88,83.56
33.0,71.0,2.0,0.0,235.94,0.0,232.87,83.55
34.0,61.0,2.0,0.0,236.03,0.0,232.86,83.55
35.0,53.0,3.0,0.0,236.04,0.0,232.85,83.55
31.0,65.0,4.0,0.0,236.02,0.0,232.85,83.54
30.0,69.0,3.0,0.0,235.94,0.0,232.85,83.54
28.0,77.0,2.0,0.0,235.91,0.0,232.84,83.54
27.0,78.0,2.0,0.0,235.91,0.0,232.82,83.54
27.0,82.0,2.0,0.0,236.07,0.0,232.81,83.54
27.0,81.0,2.0,0.0,236.06,0.0,232.82,83.54
26.0,86.0,2.0,0.0,235.96,0.0,232.82,83.54
26.0,88.0,2.0,0.0,235.93,0.0,232.82,83.53
26.0,91.0,2.0,0.0,235.92,0.0,232.81,83.53
26.0,92.0,2.0,0.0,236.07,0.0,232.79,83.53
30.0,78.0,2.0,0.0,236.08,0.0,232.78,83.53
25.0,94.0,2.0,0.0,236.05,0.0,232.77,83.53
25.0,96.0,2.0,0.0,235.96,0.0,232.77,83.53
25.0,96.0,2.0,0.0,235.93,0.0,232.77,83.53
24.0,98.0,2.0,0.0,235.92,0.0,232.77,83.52
24.0,100.0,2.0,0.0,236.09,0.0,232.77,83.52
24.0,100.0,2.0,0.0,236.08,0.0,232.78,83.52
24.0,100.0,2.0,0.0,236.07,0.0,232.78,83.52
24.0,100.0,2.0,0.0,236.0,0.0,232.78,83.52
26.0,96.0,1.0,0.0,235.93,0.0,232.75,83.52
28.0,85.0,1.0,0.0,235.93,0.0,232.73,83.53
29.0,78.0,3.0,0.0,235.92,0.0,232.72,83.52
31.0,70.0,2.0,0.0,236.07,0.0,232.71,83.52
32.0,64.0,2.0,0.0,236.07,0.0,232.71,83.52
32.0,70.0,2.0,0.0,235.98,0.0,232.71,83.52
32.0,73.0,2.0,0.0,235.93,0.0,232.71,83.52
31.0,74.0,3.0,0.0,235.92,0.0,232.71,83.51
31.0,74.0,3.0,0.0,236.06,0.0,232.7,83.51
30.0,73.0,3.0,0.0,236.07,2.5,232.69,83.51
29.0,76.0,3.0,0.0,236.02,3.0,232.68,83.51
29.0,78.0,2.0,0.0,236.01,0.0,232.69,83.51
28.0,80.0,2.0,0.0,236.01,0.0,232.69,83.51
28.0,80.0,1.0,0.0,236.09,0.0,232.68,83.52
27.0,81.0,1.0,0.0,236.09,0.0,232.68,83.52
25.0,94.0,2.0,0.0,236.09,0.0,232.67,83.52
27.0,86.0,2.0,0.0,236.06,0.0,232.66,83.52
26.0,92.0,2.0,0.0,235.98,0.0,232.66,83.52
25.0,96.0,2.0,0.0,235.98,0.0,232.66,83.52
25.0,97.0,2.0,0.0,235.97,0.0,232.66,83.52
25.0,98.0,2.0,0.0,236.1,0.0,232.66,83.52
25.0,99.0,1.0,0.0,236.11,0.0,232.67,83.52
25.0,100.0,2.0,0.0,236.09,0.0,232.68,83.52
25.0,99.0,2.0,0.0,235.99,0.0,232.68,83.52
27.0,92.0,1.0,0.0,235.96,0.0,232.66,83.52
28.0,85.0,1.0,0.0,235.95,0.0,232.65,83.53
30.0,77.0,1.0,0.0,235.94,0.0,232.63,83.52
31.0,72.0,1.0,0.0,236.08,0.0,232.62,83.52
32.0,64.0,2.0,0.0,236.08,0.0,232.61,83.52
32.0,67.0,2.0,0.0,235.98,0.0,232.62,83.52
33.0,62.0,2.0,0.0,235.93,0.0,232.62,83.52
32.0,68.0,3.0,0.0,235.93,0.0,232.62,83.52
32.0,69.0,2.0,0.0,235.92,0.0,232.61,83.52
32.0,67.0,2.0,0.0,236.07,0.0,232.59,83.52
32.0,67.0,2.0,0.0,236.07,0.0,232.58,83.52
31.0,72.0,1.0,0.0,236.0,0.0,232.59,83.52
30.0,81.0,1.0,0.0,235.95,0.0,232.59,83.52
29.0,86.0,1.0,0.0,235.93,0.0,232.58,83.52
28.0,89.0,1.0,0.0,235.94,0.0,232.56,83.52
27.0,86.0,2.0,0.0,236.1,0.0,232.55,83.52
27.0,94.0,2.0,0.0,236.03,0.0,232.54,83.52
27.0,96.0,2.0,0.0,235.95,0.0,232.53,83.51
27.0,98.0,2.0,0.0,235.93,0.0,232.53,83.51
27.0,99.0,2.0,0.0,235.93,0.0,232.53,83.51
26.0,99.0,2.0,0.0,236.04,0.0,232.53,83.51
26.0,100.0,2.0,0.0,236.05,0.0,232.53,83.51
26.0,100.0,2.0,0.0,236.03,0.0,232.54,83.51
26.0,100.0,1.0,0.0,236.04,0.0,232.54,83.51
27.0,96.0,2.0,0.0,235.96,0.0,232.53,83.51
30.0,88.0,2.0,0.0,235.93,0.0,232.52,83.52
32.0,72.0,1.0,0.0,235.92,0.0,232.5,83.51
32.0,75.0,1.0,0.0,236.03,0.0,232.48,83.51
32.0,74.0,1.0,0.0,236.04,0.0,232.47,83.51
32.0,72.0,1.0,0.0,235.96,0.0,232.47,83.51
33.0,68.0,1.0,0.0,235.92,0.0,232.47,83.51
31.0,70.0,3.0,5.5,235.92,0.5,232.47,83.51
29.0,88.0,1.0,0.0,235.92,0.0,232.46,83.52
29.0,83.0,2.0,0.0,236.06,0.0,232.44,83.53
29.0,85.0,1.0,0.0,236.07,0.0,232.43,83.53
28.0,85.0,1.0,0.0,235.99,0.0,232.43,83.53
28.0,88.0,2.0,0.0,235.94,0.5,232.44,83.53
28.0,90.0,1.0,0.0,236.22,0.0,232.45,83.52
27.0,93.0,2.0,0.0,236.21,0.0,232.45,83.52
28.0,93.0,2.0,0.0,236.19,0.0,232.45,83.52
26.0,95.0,2.0,0.0,236.18,0.0,232.44,83.52
26.0,95.0,1.0,0.0,236.16,0.0,232.45,83.52
26.0,96.0,2.0,0.0,236.12,0.0,232.46,83.52
25.0,98.0,1.0,0.0,236.12,0.0,232.46,83.52
25.0,98.0,1.0,0.0,236.12,0.0,232.47,83.52
25.0,97.0,2.0,0.0,236.12,0.0,232.48,83.52
25.0,97.0,2.0,0.0,236.13,0.0,232.49,83.52
26.0,96.0,1.0,0.0,236.12,0.0,232.49,83.52
27.0,91.0,1.0,0.0,236.11,0.0,232.49,83.52
29.0,84.0,1.0,0.0,236.1,0.0,232.48,83.52
30.0,80.0,2.0,0.0,236.09,0.0,232.47,83.52
30.0,78.0,1.0,0.0,236.08,0.0,232.46,83.52
32.0,71.0,2.0,0.0,236.09,0.0,232.45,83.52
32.0,69.0,3.0,0.0,236.08,0.0,232.46,83.51
31.0,76.0,4.0,0.0,236.08,0.0,232.46,83.51
30.0,78.0,3.0,0.0,236.08,0.0,232.46,83.52
29.0,81.0,3.0,0.0,236.09,0.0,232.45,83.51
28.0,83.0,3.0,0.0,236.07,0.0,232.45,83.51
27.0,86.0,2.0,0.0,236.08,0.0,232.43,83.51
27.0,88.0,2.0,0.0,236.07,0.0,232.44,83.51
26.0,89.0,2.0,0.0,236.07,0.0,232.44,83.51
26.0,89.0,2.0,0.0,236.07,0.0,232.43,83.51
26.0,89.0,2.0,0.0,236.07,0.0,232.42,83.52
26.0,94.0,2.0,0.0,236.06,0.0,232.41,83.52
26.0,88.0,2.0,0.0,236.07,0.0,232.41,83.54
25.0,89.0,2.0,0.0,236.06,0.0,232.42,83.57
25.0,90.0,2.0,0.0,236.06,0.0,232.42,83.57
24.0,93.0,1.0,0.0,236.06,0.0,232.42,83.56
24.0,95.0,1.0,0.0,236.06,0.0,232.43,83.56
24.0,98.0,1.0,0.0,236.05,0.0,232.43,83.55
23.0,100.0,1.0,0.0,236.06,0.0,232.43,83.55
23.0,100.0,2.0,0.0,236.06,0.0,232.43,83.54
23.0,99.0,1.0,0.0,235.98,0.0,232.41,83.54
24.0,96.0,1.0,0.0,235.94,0.0,232.4,83.54
25.0,86.0,2.0,0.0,235.95,0.0,232.38,83.54
26.0,79.0,2.0,0.0,236.07,0.0,232.38,83.54
27.0,75.0,2.0,0.0,236.07,0.0,232.37,83.54
26.0,74.0,3.0,0.0,236.07,0.0,232.37,83.54
26.0,76.0,2.0,0.0,236.06,0.0,232.38,83.54
26.0,76.0,2.0,0.0,236.04,0.0,232.38,83.54
26.0,74.0,2.0,0.0,235.95,0.0,232.37,83.53
26.0,76.0,2.0,0.0,235.93,0.0,232.36,83.53
26.0,76.0,2.0,0.0,236.06,0.0,232.34,83.53
26.0,74.0,2.0,0.0,236.06,0.0,232.35,83.53
26.0,80.0,1.0,0.0,236.01,0.0,232.35,83.53
25.0,77.0,1.0,0.0,235.95,0.0,232.34,83.53
25.0,80.0,1.0,0.0,236.07,0.0,232.33,83.53
26.0,88.0,2.0,0.0,236.1,0.0,232.31,83.52
24.0,89.0,1.0,0.0,236.08,0.0,232.31,83.53
24.0,91.0,2.0,0.0,235.99,0.0,232.31,83.53
24.0,91.0,1.0,0.0,235.94,0.0,232.31,83.53
24.0,91.0,1.0,0.0,235.93,0.0,232.31,83.53
24.0,93.0,1.0,0.0,236.05,0.0,232.31,83.53
24.0,93.0,1.0,0.0,236.06,0.0,232.31,83.52
24.0,93.0,1.0,0.0,236.07,0.0,232.32,83.52
24.0,93.0,1.0,0.0,236.06,0.0,232.32,83.52
25.0,89.0,1.0,0.0,235.99,0.0,232.3,83.52
25.0,84.0,2.0,0.0,235.94,0.0,232.29,83.52
25.0,84.0,2.0,0.0,235.93,0.0,232.27,83.52
26.0,80.0,2.0,0.0,236.07,0.0,232.26,83.52
27.0,80.0,2.0,0.0,236.07,0.0,232.25,83.52
26.0,82.0,2.0,0.0,236.06,0.0,232.26,83.52
26.0,83.0,2.0,0.0,235.99,0.0,232.26,83.52
26.0,81.0,2.0,0.0,235.94,0.0,232.25,83.52
26.0,79.0,2.0,0.0,235.92,0.0,232.24,83.52
26.0,82.0,3.0,0.0,236.06,0.0,232.23,83.52
26.0,85.0,2.0,0.0,236.06,0.0,232.22,83.52
25.0,87.0,2.0,0.0,236.01,0.0,232.22,83.52
25.0,89.0,2.0,0.0,235.95,0.0,232.22,83.52
25.0,88.0,1.0,0.0,235.93,0.0,232.22,83.52
25.0,88.0,1.0,0.0,236.06,0.0,232.2,83.52
25.0,82.0,1.0,0.0,236.06,0.0,232.2,83.52
24.0,91.0,2.0,0.0,236.06,0.0,232.18,83.51
24.0,95.0,1.0,0.0,235.97,0.0,232.18,83.51
23.0,98.0,1.0,0.0,235.94,0.0,232.18,83.51
23.0,99.0,2.0,0.0,235.93,0.0,232.18,83.51
23.0,99.0,1.0,0.0,235.93,0.0,232.18,83.51
23.0,98.0,1.0,0.0,236.08,0.0,232.18,83.51
23.0,99.0,2.0,0.0,236.07,0.0,232.18,83.51
23.0,98.0,1.0,0.0,236.01,0.0,232.18,83.51
26.0,88.0,2.0,0.0,235.95,0.0,232.17,83.51
27.0,80.0,1.0,0.0,235.93,0.0,232.16,83.51
27.0,81.0,1.0,0.0,235.92,0.0,232.14,83.51
30.0,73.0,2.0,0.0,236.06,0.0,232.13,83.51
31.0,67.0,2.0,0.0,236.05,0.0,232.12,83.51
32.0,62.0,2.0,0.0,235.98,0.0,232.12,83.51
31.0,66.0,3.0,0.0,235.93,0.0,232.12,83.51
28.0,86.0,3.0,0.0,235.92,0.0,232.11,83.51
30.0,76.0,1.0,0.0,235.91,0.0,232.1,83.51
29.0,79.0,2.0,0.0,236.05,0.0,232.09,83.51
28.0,86.0,3.0,0.0,236.06,0.0,232.08,83.51
27.0,85.0,3.0,0.0,235.98,0.0,232.08,83.51
27.0,88.0,1.0,0.0,235.93,0.5,232.08,83.51
26.0,90.0,1.0,0.0,235.92,1.5,232.07,83.51
26.0,95.0,1.0,5.0,236.08,0.5,232.07,83.51
25.0,90.0,1.0,0.0,236.09,0.0,232.06,83.52
25.0,99.0,2.0,0.0,236.1,0.0,232.05,84.09
25.0,100.0,2.0,0.0,236.07,0.0,232.06,84.04
25.0,100.0,2.0,0.0,236.07,0.0,232.07,83.97
25.0,100.0,2.0,0.0,236.06,0.0,232.07,83.91
25.0,100.0,2.0,0.0,236.2,0.0,232.08,83.87
24.0,100.0,2.0,0.0,236.13,0.0,232.09,83.83
24.0,100.0,1.0,0.0,236.12,0.0,232.1,83.79
25.0,100.0,1.0,0.0,236.13,0.0,232.11,83.77
27.0,94.0,1.0,0.0,236.11,0.0,232.1,83.75
29.0,83.0,1.0,0.0,236.12,0.0,232.1,83.74
31.0,71.0,1.0,0.0,236.12,0.0,232.09,83.71
30.0,74.0,2.0,0.0,236.12,0.0,232.09,83.7
31.0,69.0,2.0,0.0,236.1,0.0,232.07,83.7
30.0,70.0,4.0,0.0,236.1,3.0,232.08,83.69
25.0,96.0,3.0,24.5,236.11,0.0,232.09,83.68
25.0,96.0,2.0,0.0,236.11,0.0,232.1,83.75
25.0,97.0,2.0,0.0,236.12,0.0,232.09,83.74
25.0,97.0,2.0,0.0,236.26,0.0,232.1,83.71
25.0,100.0,1.0,0.5,236.27,0.0,232.11,83.7
25.0,97.0,1.0,0.0,236.28,1.0,232.14,83.68
25.0,100.0,1.0,4.5,236.23,1.5,232.16,83.69
24.0,98.0,1.0,0.0,236.21,0.0,232.18,83.73
24.0,100.0,2.0,0.0,236.21,0.0,232.18,84.1
26.0,97.0,1.0,0.0,236.25,0.0,232.19,84.05
24.0,100.0,2.0,0.0,236.2,0.0,232.2,84.0
24.0,100.0,1.0,0.0,236.2,0.0,232.21,83.96
24.0,100.0,1.0,0.0,236.19,0.0,232.23,83.92
24.0,100.0,1.0,0.0,236.17,0.0,232.25,83.88
24.0,100.0,1.0,0.0,236.17,0.0,232.26,83.85
24.0,100.0,1.0,0.0,236.17,0.0,232.27,83.83
24.0,100.0,1.0,0.0,236.17,0.0,232.29,83.81
24.0,100.0,1.0,0.0,236.14,0.0,232.3,83.79
25.0,100.0,1.0,0.0,236.13,0.0,232.3,83.77
25.0,97.0,1.0,0.0,236.15,0.0,232.29,83.77
26.0,95.0,2.0,0.0,236.13,0.0,232.29,83.75
27.0,92.0,1.0,0.0,236.14,0.0,232.28,83.74
28.0,84.0,1.0,0.0,236.13,0.0,232.28,83.74
29.0,79.0,2.0,0.0,236.11,0.0,232.29,83.73
31.0,73.0,1.0,0.0,236.12,0.0,232.3,83.72
31.0,71.0,2.0,0.0,236.1,0.0,232.31,83.71
29.0,80.0,4.0,0.0,236.09,0.0,232.3,83.71
28.0,85.0,3.0,0.0,236.1,0.0,232.29,83.7
27.0,88.0,3.0,0.0,236.12,0.0,232.29,83.7
27.0,91.0,2.0,0.0,236.13,0.0,232.29,83.69
26.0,93.0,2.0,0.0,236.12,0.0,232.29,83.68
26.0,90.0,3.0,0.0,236.13,0.0,232.3,83.68
26.0,91.0,2.0,0.0,236.12,0.0,232.29,83.68
24.0,100.0,2.0,0.0,236.11,0.0,232.29,83.67
26.0,93.0,2.0,0.0,236.11,0.0,232.28,83.67
26.0,94.0,2.0,0.0,236.08,0.0,232.29,83.67
25.0,100.0,3.0,0.0,236.08,0.0,232.29,83.66
25.0,100.0,2.0,0.0,236.09,0.0,232.3,83.66
25.0,100.0,2.0,0.0,236.08,0.5,232.3,83.65
25.0,99.0,3.0,0.0,236.08,0.0,232.31,83.65
25.0,100.0,3.0,0.0,236.07,0.0,232.31,83.65
24.0,100.0,2.0,0.5,236.04,0.5,232.32,83.64
24.0,100.0,3.0,0.0,236.01,0.0,232.32,83.64
25.0,97.0,3.0,0.0,236.11,0.0,232.3,83.65
26.0,93.0,3.0,0.0,236.1,0.0,232.29,83.64
25.0,97.0,3.0,0.0,236.08,0.0,232.29,83.63
25.0,95.0,4.0,2.0,236.12,3.5,232.27,83.63
25.0,95.0,2.0,0.5,236.11,0.0,232.26,83.64
25.0,99.0,3.0,6.0,236.13,2.5,232.23,83.64
25.0,93.0,3.0,0.0,236.15,0.5,232.21,83.65
26.0,91.0,3.0,0.0,236.16,0.0,232.18,83.69
25.0,92.0,2.0,0.0,236.45,0.0,232.13,83.71
24.0,97.0,4.0,0.0,236.56,0.5,232.12,83.76
24.0,99.0,4.0,0.0,236.5,0.5,232.15,83.81
24.0,98.0,3.0,0.0,236.48,0.5,232.17,83.81
24.0,97.0,3.0,0.0,236.5,0.0,232.19,83.81
25.0,93.0,3.0,0.0,236.47,0.0,232.21,83.81
26.0,92.0,3.0,0.0,236.46,0.0,232.21,83.81
25.0,90.0,3.0,0.0,236.46,0.0,232.22,83.81
25.0,91.0,3.0,0.0,236.45,0.0,232.22,83.81
25.0,89.0,4.0,0.0,236.44,0.0,232.23,83.8
25.0,89.0,3.0,0.0,236.43,0.0,232.22,83.8
25.0,92.0,3.0,0.5,236.44,0.5,232.22,83.81
23.0,100.0,2.0,2.0,236.41,0.5,232.21,83.81
23.0,100.0,2.0,0.0,236.42,0.5,232.2,83.81
24.0,100.0,2.0,1.0,236.46,1.0,232.19,83.81
24.0,100.0,3.0,0.5,236.73,0.5,232.19,83.81
24.0,100.0,2.0,1.0,237.09,1.5,232.2,83.82
24.0,100.0,2.0,0.0,237.27,0.0,232.32,83.81
25.0,100.0,2.0,1.5,237.25,0.5,232.55,83.81
25.0,99.0,1.0,1.5,237.21,1.5,232.82,83.82
24.0,96.0,1.0,1.5,237.16,0.5,233.17,83.84
25.0,99.0,2.0,0.0,237.08,0.0,233.15,83.85
25.0,100.0,2.0,0.0,237.04,0.0,233.11,84.18
25.0,98.0,1.0,0.0,236.99,0.0,233.05,84.21
25.0,97.0,1.0,0.5,236.96,1.0,232.78,84.28
24.0,100.0,1.0,0.0,236.93,0.0,232.49,84.38
24.0,100.0,2.0,0.0,236.89,0.5,232.19,84.38
24.0,100.0,2.0,0.5,236.96,1.5,231.87,84.38
24.0,100.0,3.0,0.0,237.09,0.0,231.56,84.39
24.0,98.0,2.0,0.0,237.07,0.0,231.45,84.3
25.0,93.0,4.0,0.0,237.03,0.0,231.38,84.2
24.0,92.0,3.0,0.0,237.03,0.0,231.31,84.2
24.0,91.0,3.0,0.0,236.93,0.0,231.47,84.18
24.0,91.0,3.0,0.5,236.88,0.0,231.62,83.91
24.0,93.0,3.0,0.0,236.85,0.0,231.74,83.86
24.0,92.0,3.0,0.0,236.88,0.0,231.86,83.86
24.0,91.0,3.0,0.0,236.9,0.0,231.97,83.86
24.0,92.0,3.0,0.0,236.88,0.5,232.08,83.85
24.0,95.0,2.0,0.0,236.88,0.0,232.2,83.85
24.0,94.0,3.0,0.0,236.85,0.0,232.3,83.85
24.0,92.0,3.0,0.0,236.83,1.0,232.41,83.85
25.0,88.0,3.0,0.0,236.83,0.0,232.51,83.84
25.0,88.0,2.0,0.0,236.81,0.0,232.6,83.84
26.0,86.0,2.0,0.0,236.81,0.0,232.69,83.84
26.0,80.0,3.0,0.0,236.78,0.0,232.78,83.84
27.0,74.0,3.0,0.0,236.75,0.0,232.86,83.84
27.0,76.0,2.0,0.0,236.78,0.0,232.94,83.84
26.0,76.0,2.0,0.0,236.76,0.0,233.01,83.84
26.0,84.0,2.0,0.0,236.71,0.0,233.09,83.84
25.0,86.0,3.0,0.0,236.7,0.0,233.15,83.84
25.0,85.0,1.0,0.0,236.67,0.0,233.21,83.83
25.0,80.0,2.0,0.0,236.57,0.0,233.26,83.83
25.0,79.0,2.0,0.0,236.58,0.0,233.31,83.83
24.0,89.0,2.0,0.0,236.57,0.0,233.34,83.83
24.0,94.0,3.0,0.0,236.54,0.0,233.38,83.83
24.0,83.0,3.0,0.0,236.54,0.0,233.4,83.82
24.0,81.0,2.0,0.0,236.51,0.0,233.42,83.82
23.0,87.0,2.0,0.0,236.48,0.0,233.44,83.82
23.0,89.0,1.0,0.0,236.46,0.0,233.46,83.82
22.0,97.0,1.0,0.0,236.43,0.0,233.46,83.82
21.0,98.0,2.0,0.0,236.41,0.0,233.47,83.82
21.0,100.0,2.0,0.0,236.39,0.0,233.48,83.81
21.0,99.0,2.0,0.0,236.36,0.0,233.48,83.81
23.0,88.0,1.0,0.0,236.35,0.0,233.47,83.81
24.0,75.0,2.0,0.0,236.36,0.0,233.47,83.81
25.0,69.0,2.0,0.0,236.34,0.0,233.49,83.8
27.0,61.0,2.0,0.0,236.31,0.0,233.5,83.79
28.0,64.0,2.0,0.0,236.31,0.0,233.52,83.76
29.0,59.0,1.0,0.0,236.27,0.0,233.56,83.74
29.0,55.0,2.0,0.0,236.31,0.0,233.6,83.74
29.0,56.0,3.0,0.0,236.29,0.0,233.63,83.73
28.0,62.0,3.0,0.0,236.25,0.0,233.64,83.71
28.0,60.0,2.0,0.0,236.24,0.0,233.64,83.69
27.0,63.0,2.0,0.0,236.23,0.0,233.64,83.68
27.0,63.0,2.0,0.0,236.23,0.0,233.64,83.68
26.0,69.0,2.0,0.0,236.22,0.0,233.64,83.67
25.0,75.0,2.0,0.0,236.23,0.0,233.64,83.7
25.0,82.0,2.0,0.0,236.21,0.0,233.64,83.72
24.0,87.0,2.0,0.0,236.22,0.0,233.63,83.72
24.0,85.0,1.0,0.0,236.22,0.0,233.63,83.72
24.0,85.0,1.0,0.0,236.2,0.0,233.65,83.72
24.0,89.0,2.0,0.0,236.19,0.0,233.68,83.72
23.0,89.0,2.0,0.0,236.18,0.0,233.7,83.71
23.0,91.0,2.0,0.0,236.19,0.0,233.71,83.69
23.0,91.0,1.0,0.0,236.18,0.0,233.74,83.67
23.0,92.0,2.0,0.0,236.18,0.0,233.76,83.66
23.0,91.0,1.0,0.0,236.17,0.0,233.78,83.65
24.0,85.0,1.0,0.0,236.15,0.0,233.77,83.64
27.0,72.0,1.0,0.0,236.17,0.0,233.75,83.65
27.0,68.0,1.0,0.0,236.15,0.0,233.74,83.64
30.0,62.0,1.0,0.0,236.14,0.0,233.73,83.64
27.0,78.0,2.0,0.0,236.1,0.0,233.64,83.61
28.0,65.0,2.0,0.0,236.08,0.0,233.62,83.61
29.0,60.0,2.0,0.0,236.08,0.0,233.6,83.61
29.0,59.0,2.0,0.0,236.08,0.0,233.61,83.61
30.0,53.0,2.0,0.0,236.04,0.0,233.62,83.6
30.0,53.0,2.0,0.0,236.05,0.0,233.62,83.66
29.0,56.0,3.0,0.0,236.05,0.0,233.6,83.65
27.0,63.0,1.0,0.0,236.03,0.0,233.45,83.6
28.0,59.0,2.0,0.0,236.02,0.0,233.43,83.6
29.0,55.0,1.0,0.0,236.01,0.0,233.4,83.59
30.0,57.0,2.0,0.0,236.02,0.0,233.41,83.59
30.0,55.0,2.0,0.0,236.03,0.0,233.41,83.59
30.0,56.0,2.0,0.0,236.01,0.0,233.42,83.67
30.0,56.0,2.0,0.0,236.01,0.0,233.39,83.65
